word	definition	concepts
chief	a person who exercises control over workers	foreman
chief	the head of a tribe or clan	
flak	a slick spokesperson who can turn any criticism to the advantage of their employer	
flak	intense adverse criticism	Republican flak government Party Clinton fire attack
flak	artillery designed to shoot upward at airplanes	
spine	the series of vertebrae forming the axis of the skeleton and protecting the spinal cord	fall back
spine	any sharply pointed projection	
spine	a small sharp-pointed tip resembling a spike on a stem or leaf	
spine	the part of a book's cover that encloses the inner side of the book's pages and that faces outward when the book is shelved	book title author spine
spine	a sharp rigid animal process or appendage; as a porcupine quill or a ridge on a bone or a ray of a fish fin	
opening	an open or empty space in or between things	wall gap tree opening explosion
opening	a ceremony accompanying the start of some enterprise	
opening	becoming open or being made open	opening sign arm
opening	the first performance (as of a theatrical production)	opening review
opening	the act of opening something	light opening ray door
opening	opportunity especially for employment or promotion	sale opening department
opening	the initial part of the introduction	opening theme
opening	a possible alternative	bankruptcy possibility
opening	an aperture or hole that opens into a bodily cavity	orifice chamber aorta heart
opening	a vacant or unobstructed space that is man-made	cat opening door bottom
opening	an entrance equipped with a hatch; especially a passageway between decks of a ship	
opening	a recognized sequence of moves at the beginning of a game of chess	chess opening
opening	the first of a series of actions	
stuff	the tangible substance that goes into the makeup of a physical object	stuff material wheat bread coal
stuff	miscellaneous unspecified objects	trunk stuff
stuff	informal terms for personal possessions	clobber
stuff	senseless talk	stuff
stuff	unspecified qualities required to do or be something	stuff Marine United States hero
stuff	information in some unspecified form	book stuff
stuff	a critically important or characteristic component	suspense stuff
scrap	a small fragment of something broken off from the whole	bit rock eye
scrap	worthless material that is to be disposed of	
scrap	a small piece of something that is left over after the rest has been used	paper scrap
scrap	the act of fighting; any contest or struggle	hockey game fight couple street scrap
reception	the manner in which something is greeted	reception superior
reception	a formal party of people; as after a wedding	
reception	quality or fidelity of a received broadcast	
reception	the act of receiving	
reception	(American football) the act of catching a pass in football	end line reception yard
expulsion	the act of forcing out someone or something	expulsion school troublemaker ejection child police
expulsion	squeezing out by applying pressure	expulsion extrusion bottom toothpaste pu pimple tube
expulsion	the act of expelling or projecting or ejecting	
net	a computer network consisting of a worldwide network of computer networks that use the TCP/IP network protocols to facilitate data transmission and exchange	
net	a trap made of netting to catch fish or birds or insects	
net	the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses)	
net	a goal lined with netting (as in soccer or hockey)	
net	game equipment consisting of a strip of netting dividing the playing area in tennis or badminton	
net	an open fabric of string or rope or wire woven together at regular intervals	
neglect	lack of attention and due care	
neglect	the state of something that has been unused and neglected	house neglect state
neglect	willful lack of care and attention	
neglect	the trait of neglecting responsibilities and lacking concern	
neglect	failure to act with the prudence that a reasonable person would exercise under the same circumstances	
repair	the act of putting something in working order again	
repair	a formal way of referring to the condition of something	building repair
repair	a frequently visited place	
giving	the act of giving	
giving	the imparting of news or promises etc.	news honor show word
giving	disposing of property by voluntary transfer without receiving value in return	alumnus program
leg	a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the knee and ankle	
leg	a structure in animals that is similar to a human leg and used for locomotion	
leg	one of the supports for a piece of furniture	
leg	a part of a forked or branching shape	branch
leg	the limb of an animal used for food	
leg	a prosthesis that replaces a missing leg	
leg	a cloth covering consisting of the part of a pair of trousers that covers a person's leg	
leg	(nautical) the distance traveled by a sailing vessel on a single tack	
leg	a section or portion of a journey or course	stage Caribbean cruise
margin	the boundary line or the area immediately inside the boundary	
margin	an amount beyond the minimum necessary	margin victory
margin	the amount of collateral a customer deposits with a broker when borrowing from the broker to buy securities	
margin	(finance) the net sales minus the cost of goods and services sold	
margin	the blank space that surrounds the text on a page	margin note
margin	a permissible difference; allowing some freedom to move within limits	
wing	a movable organ for flying (one of a pair)	
wing	one of the horizontal airfoils on either side of the fuselage of an airplane	
wing	a stage area out of sight of the audience	
wing	a unit of military aircraft	
wing	the side of military or naval formation	flank enemy
wing	a hockey player stationed in a forward position on either side	
wing	(in flight formation) a position to the side and just to the rear of another aircraft	
wing	a group within a political party or legislature or other organization that holds distinct views or has a particular function	Republican wing Party
wing	the wing of a fowl	wing drumstick
wing	a barrier that surrounds the wheels of a vehicle to block splashing water or mud	wing Britain fender
wing	an addition that extends a main building	
closer	a person who closes something	light closer
closer	(baseball) a relief pitcher who can protect a lead in the last inning or two of the game	
lock	a fastener fitted to a door or drawer to keep it firmly closed	
lock	a strand or cluster of hair	
lock	a mechanism that detonates the charge of a gun	
lock	enclosure consisting of a section of canal that can be closed to control the water level; used to raise or lower vessels that pass through it	
lock	a restraint incorporated into the ignition switch to prevent the use of a vehicle by persons who do not have the key	
lock	any wrestling hold in which some part of the opponent's body is twisted or pressured	
prop	a support placed beneath or against something to keep it from shaking or falling	
prop	any movable articles or objects used on the set of a play or movie	scene checklist prop
prop	a propeller that rotates to push against air	
captain	an officer holding a rank below a major but above a lieutenant	
captain	the naval officer in command of a military ship	
captain	a policeman in charge of a precinct	
captain	an officer who is licensed to command a merchant ship	
captain	the leader of a group of people	captain industry
captain	the pilot in charge of an airship	
captain	a dining-room attendant who is in charge of the waiters and the seating of customers	
gravity	(physics) the force of attraction between all masses in the universe; especially the attraction of the earth's mass for bodies near its surface	distance body gravitation product square Einstein people Albert gravity love mass
gravity	a manner that is serious and solemn	
gravity	a solemn and dignified feeling	
poke	tall coarse perennial American herb having small white flowers followed by blackish-red berries on long drooping racemes; young fleshy stems are edible; berries and root are poisonous	
poke	someone who takes more time than necessary; someone who lags behind	
poke	a bag made of paper or plastic for holding customer's purchases	
poke	a sharp hand gesture (resembling a blow)	finger motion jab fist
poke	(boxing) a blow with the fist	clout nose
bitterness	a feeling of deep and bitter anger and ill-will	
bitterness	a rough and bitter manner	
bitterness	the taste experience when quinine or coffee is taken into the mouth	
bitterness	the property of having a harsh unpleasant taste	
negative	a reply of denial	
negative	a piece of photographic film showing an image with light and shade or colors reversed	
throbbing	an instance of rapid strong pulsation (of the heart)	throbbing head
throbbing	a sound with a strong rhythmic beat	throbbing engine
flurry	a rapid active commotion	
flurry	a light brief snowfall and gust of wind (or something resembling that)	window flurry chicken feather
smother	a confused multitude of things	
smother	a stifling cloud of smoke	
rising	a movement upward	balloon rise
rising	organized opposition to authority; a conflict in which one faction tries to wrest control from another	
claw	sharp curved horny process on the toe of a bird or some mammals or reptiles	
claw	a mechanical device that is curved or bent to suspend or hold or pull something	
claw	a grasping structure on the limb of a crustacean or other arthropods	
claw	a bird's foot	
provider	someone whose business is to supply a particular service or commodity	
provider	someone who provides the means for subsistence	
edge	the boundary of a surface	
edge	a line determining the limits of an area	
edge	a sharp side formed by the intersection of two surfaces of an object	box edge
edge	the attribute of urgency in tone of voice	voice edge
edge	a slight competitive advantage	competition edge
edge	the outside limit of an object or area or surface; a place farthest away from the center of something	bed water leaf edge
drill	a tool with a sharp point and cutting edges for making holes in hard materials (usually rotating rapidly or by repeated blows)	
drill	similar to the mandrill but smaller and less brightly colored	
drill	systematic training by multiple repetitions	practice perfect
drill	(military) the training of soldiers to march (as in ceremonial parades) or to perform the manual of arms	
stitch	a link or loop or knot made by an implement in knitting, crocheting, embroidery, or sewing	
stitch	a sharp spasm of pain in the side resulting from running	
chin	the protruding part of the lower jaw	
chin	Kamarupan languages spoken in western Burma and Bangladesh and easternmost India	
fit	a display of bad temper	scene tantrum fit
fit	a sudden uncontrollable attack	laughter fit paroxysm convulsion
fit	the manner in which something fits	fit coat
fit	a sudden flurry of activity (often for no obvious reason)	applause fit burst
amount	a quantity of money	sum amount cash
amount	the relative magnitude of something with reference to a criterion	people food amount
amount	how much there is or how many there are of something that you can quantify	
amount	a quantity obtained by the addition of a group of numbers	
blank	a blank character used to separate successive words in writing or printing	alphabet character space
blank	a blank gap or missing part	
blank	a piece of material ready to be made into something	
blank	a cartridge containing an explosive charge but no bullet	
delivery	the act of delivering or distributing something (as goods or mail)	news delivery
delivery	the event of giving birth	delivery
delivery	your characteristic style or manner of expressing yourself orally	barren manner accent speech speaking southernism
delivery	the voluntary transfer of something (title or possession) from one party to another	
delivery	(baseball) the act of throwing a baseball by a pitcher to a batter	
delivery	recovery or preservation from loss or danger	mankind deliverance surgeon work job saving life
delivery	the act of delivering a child	
discount	the act of reducing the selling price of merchandise	
discount	interest on an annual basis deducted in advance on a loan	
discount	a refund of some fraction of the amount paid	
discount	an amount or percentage deducted	
pig	domestic swine	
pig	a coarse obnoxious person	
pig	a person regarded as greedy and pig-like	
pig	uncomplimentary terms for a policeman	
pig	mold consisting of a bed of sand in which pig iron is cast	
pig	a crude block of metal (lead or iron) poured from a smelting furnace	
input	signal going into an electronic system	
input	a statement that expresses a personal opinion or belief or adds information	account time comment
input	any stimulating information or event; acts to arouse action	
input	a component of production; something that goes into the production of output	
clue	a slight indication	
clue	evidence that helps to solve a problem	
feedback	the process in which part of the output of a system is returned to its input in order to regulate its further output	
feedback	response to an inquiry or experiment	
overturn	the act of upsetting something	upset speed
overturn	an improbable and unexpected victory	David Goliath
halt	the state of inactivity following an interruption	negotiation seat halt stay arrest stop blow lunch check
halt	the event of something ending	hill stop bottom
halt	an interruption or temporary suspension of progress or movement	race halt freeze arm
component	an abstract part of something	harmony composition melody ingredient speech humor sentence factor constituent component success element character jealousy
component	something determined in relation to something that includes it	portion something constituent component part manuscript plankton
component	an artifact that is one of the individual parts of which a composite entity is made up; especially a part that can be separated from or attached to a system	element component system car
outlook	a habitual or characteristic mental attitude that determines how you will interpret and respond to situations	
outlook	belief about (or mental picture of) the future	
outlook	the act of looking out	
turnover	the ratio of the number of workers that had to be replaced in a given time period to the average number of workers	
turnover	a dish made by folding a piece of pastry over a filling	
turnover	the volume measured in dollars	dollar store volume
turnover	the act of upsetting something	upset speed
contribution	the part played by a person in bringing about a result	share contribution project work
contribution	a voluntary gift (as of money or service or ideas) made to some worthwhile cause	
contribution	act of giving in common with others for a common purpose especially to a charity	
contribution	an amount of money contributed	contribution interest
contribution	a writing for publication especially one of a collection of writings as an article or story	
penny	a fractional monetary unit of Ireland and the United Kingdom; equal to one hundredth of a pound	
penny	a coin worth one-hundredth of the value of the basic unit	
sympathy	an inclination to support or be loyal to or to agree with an opinion	sympathy understanding underdog
sympathy	sharing the feelings of others (especially feelings of sorrow or anguish)	
sympathy	a relation of affinity or harmony between people; whatever affects one correspondingly affects the other	sympathy
portfolio	a large, flat, thin case for carrying loose papers or drawings or maps; usually leather	portfolio
portfolio	a set of pieces of creative work collected to be shown to potential customers or employers	actor work portfolio photograph artist
portfolio	a list of the financial assets held by an individual or a bank or other financial institution	stock return portfolio
portfolio	the role of the head of a government department	affair portfolio
spook	someone unpleasantly strange or eccentric	
spook	a mental representation of some haunting experience	specter past ghost
contact	close interaction	contact being
contact	the act of touching physically	finger contact switch
contact	the state or condition of touching or of being in immediate proximity	contact acid paper
contact	the physical coming together of two or more things	pier contact hull paint
contact	a person who is in a position to give you special assistance	business governor contact introduction
contact	a channel for communication between groups	guerrilla liaison
contact	(electronics) a junction where things (as two electrical conductors) touch or are in physical contact	contact
contact	a communicative interaction	pilot touch base contact colleague
contact	a thin curved glass or plastic lens designed to fit over the cornea in order to correct vision or to deliver medication	
birth	the time when something begins (especially life)	child election age birth
birth	the event of being born	child birth
birth	the process of giving birth	
birth	the kinship relation of an offspring to the parents	
birth	a baby born; an offspring	syndrome Down rate birth incidence
dodge	an elaborate or deceitful scheme contrived to deceive or evade	track testimony contrivance
dodge	a quick evasive movement	
dodge	a statement that evades the question by cleverness or trickery	
mantle	the cloak as a symbol of authority	place mantle authority shoulder
mantle	United States baseball player (1931-1997)	
mantle	the layer of the earth between the crust and the core	
mantle	anything that covers	blanket snow
mantle	(zoology) a protective layer of epidermis in mollusks or brachiopods that secretes a substance forming the shell	
mantle	shelf that projects from wall above fireplace	Britain mantel chimneypiece
mantle	hanging cloth used as a blind (especially for a window)	
mantle	a sleeveless garment like a cloak but shorter	
shoulder	the part of the body between the neck and the upper arm	
shoulder	a cut of meat including the upper joint of the foreleg	
shoulder	a ball-and-socket joint between the head of the humerus and a cavity of the scapula	
shoulder	the part of a garment that covers or fits over the shoulder	uniform braid gold shoulder
shoulder	a narrow edge of land (usually unpaved) along the side of a road	shoulder car
fell	the dressed skin of an animal (especially a large animal)	
fell	seam made by turning under or folding together and stitching the seamed materials to avoid rough edges	
fell	the act of felling something (as a tree)	
experiment	the act of conducting a controlled test or investigation	
experiment	the testing of an idea	experiment laboratory experimentation living
experiment	a venture at something new or different	experiment beard
seal	fastener consisting of a resinous composition that is plastic when warm; used for sealing documents and parcels and letters	
seal	a device incised to make an impression; used to secure a closing or to authenticate documents	
seal	the pelt or fur (especially the underfur) of a seal	seal coat
seal	a member of a Naval Special Warfare unit who is trained for unconventional warfare	Sea SEAL Air Land acronym
seal	a stamp affixed to a document (as to attest to its authenticity or to seal it)	warrant sheriff seal
seal	an indication of approved or superior status	
seal	a finishing coat applied to exclude moisture	
seal	fastener that provides a tight and perfect closure	
seal	any of numerous marine mammals that come on shore to breed; chiefly of cold regions	
underground	a secret group organized to overthrow a government or occupation force	
underground	an electric railway operating below the surface of the ground (usually in a city)	London `underground `tube `metro Paris system subway
layer	single thickness of usually some homogeneous substance	bed spinach slice egg
layer	a relatively thin sheetlike expanse or region lying over or under another	
layer	an abstract place usually conceived as having depth	actor mind meaning layer stratum simile level communicates function
layer	a hen that lays eggs	
layer	thin structure composed of a single thickness of cells	
headway	vertical space available to allow easy passage under something	
headway	forward movement	ship headway gale
clash	a loud resonant repeating noise	clang bell
clash	a state of conflict between persons	
clash	a state of conflict between colors	dress color clash
clash	a minor short-term fight	
outline	the line that appears to bound an object	
outline	a sketchy summary of the main points of an argument or theory	
outline	a schematic or preliminary plan	
interchange	a junction of highways on different levels that permits traffic to move from one to another without crossing traffic streams	
interchange	mutual interaction; the activity of reciprocating or exchanging (especially information)	
interchange	the act of changing one thing for another thing	Adam interchange immortality exchange prisoner disobedience
interchange	reciprocal transfer of equivalent sums of money (especially the currencies of different countries)	interchange currency living
closeness	a feeling of being intimate and belonging together	closeness wore night
closeness	the quality of being close and poorly ventilated	
closeness	the spatial property resulting from a relatively small distance	closeness action dock
closeness	extreme stinginess	
closeness	characterized by a lack of openness (especially about one's actions or purposes)	
closeness	close or warm friendship	absence fence privacy intimacy one
pattern	a perceptual structure	composition student pattern space problem form
pattern	a customary way of operation or behavior	raise pattern practice
pattern	a decorative or artistic work	design door coach
pattern	something regarded as a normative example	formula convention exception rule visitor violence character
pattern	a model considered worthy of imitation	pattern constitution republic
pattern	something intended as a guide for making something else	house pattern skirt blueprint
pattern	the path that is prescribed for an airplane that is preparing to land at an airport	pattern O'Hare traffic fog
pattern	graphical representation (in polar or Cartesian coordinates) of the spatial distribution of radiation from an antenna as a function of angle	
crest	the top line of a hill, mountain, or wave	
crest	the top or extreme point of something (usually a mountain or hill)	tip summit Monadnock view molecule region peak
crest	the center of a cambered road	
crest	(heraldry) in medieval times, an emblem used to decorate a helmet	
crest	a showy growth of e.g. feathers or skin on the head of a bird or other animal	
measure	any maneuver made as part of progress toward a goal	measure crime situation step police
measure	how much there is or how many there are of something that you can quantify	
measure	a statute in draft before it becomes law	hearing bill
measure	the act or process of assigning numbers to phenomena according to a rule	measuring measurement
measure	a basis for comparison; a reference point against which other things can be evaluated	school measure standard work
measure	(prosody) the accent in a metrical foot of verse	
measure	musical notation for a repeating pattern of musical beats	bar twelve song orchestra
measure	measuring instrument having a sequence of marks at regular intervals; used as a reference in making measurements	
measure	a container of some standard capacity that is used to obtain fixed amounts of a substance	
eruption	the sudden occurrence of a violent discharge of steam and volcanic material	
eruption	symptom consisting of a breaking out and becoming visible	
eruption	(of volcanos) pouring out fumes or lava (or a deposit so formed)	
eruption	a sudden violent spontaneous occurrence (usually of some undesirable condition)	outbreak hostility
eruption	a sudden very loud noise	
eruption	the emergence of a tooth as it breaks through the gum	
consciousness	an alert cognitive state in which you are aware of yourself and your situation	consciousness
consciousness	having knowledge of	awareness mistake intelligence consciousness problem knowingness
craft	the skilled practice of a practical occupation	trade apprentice
craft	a vehicle designed for navigation in or on water or air or through outer space	
craft	people who perform a particular kind of skilled work	brewer trade craft
craft	skill in an occupation or trade	
craft	shrewdness as demonstrated by being skilled in deception	
constant	a quantity that does not vary	
constant	a number representing a quantity assumed to have a fixed value in a specified mathematical context	light velocity
harm	any physical damage to the body caused by violence or accident or fracture etc.	
harm	the occurrence of a change for the worse	
harm	the act of damaging something or someone	
essence	the choicest or most essential or most vital part of some idea or experience	Republican prosecutor gist soul Party story nub argument heart
essence	any substance possessing to a high degree the predominant properties of a plant or drug or other natural product from which it is extracted	
essence	the central meaning or theme of a speech or literary work	
essence	a toiletry that emits and diffuses a fragrant odor	
natural	someone regarded as certain to succeed	job
natural	a notation cancelling a previous sharp or flat	
natural	(craps) a first roll of 7 or 11 that immediately wins the stake	
disengagement	the act of releasing from an attachment or connection	
disengagement	to break off a military action with an enemy	
linkage	an associative relation	
linkage	(genetics) traits that tend to be inherited together as a consequence of an association between their genes; all of the genes of a given chromosome are linked (where one goes they all go)	
linkage	a mechanical system of rods or springs or pivots that transmits power or motion	
linkage	the act of linking things together	
pyramid	a polyhedron having a polygonal base and triangular sides with a common vertex	
pyramid	(stock market) a series of transactions in which the speculator increases his holdings by using the rising market value of those holdings as margin for further purchases	
pyramid	a massive monument with a square base and four triangular sides; begun by Cheops around 2700 BC as royal tombs in ancient Egypt	
nightmare	a situation resembling a terrifying dream	
nightmare	a terrifying or deeply upsetting dream	
burden	an onerous or difficult concern	responsibility mind burden load
burden	weight to be borne or conveyed	
burden	the central meaning or theme of a speech or literary work	
burden	the central idea that is expanded in a document or discourse	
shock	the feeling of distress and disbelief that you have when something bad happens accidentally	daze shock mother death
shock	the violent interaction of individuals or groups entering into combat	battle shock army
shock	a reflex response to the passage of electric current through the body	electrician shock subject response
shock	(pathology) bodily collapse or near collapse caused by inadequate oxygen delivery to the cells; characterized by reduced cardiac output and rapid heartbeat and circulatory insufficiency and pallor	cause blood shock loss
shock	an instance of agitation of the earth's crust	shock lunch earthquake worker noon
shock	an unpleasant or disappointing surprise	shock
shock	a pile of sheaves of grain set on end in a field to dry; stalks of Indian corn set up in a field	sheaf shock field wheat corn
shock	a bushy thick mass (especially hair)	shock hair
shock	a sudden jarring impact	absorber jar shock jolt door
shock	a mechanical damper; absorbs energy of sudden impulses	shock set car
ease	freedom from difficulty or hardship or effort	container back ease transportation easiness deed rank
ease	a freedom from financial difficulty that promotes a comfortable state	ease luxury comfort world life
ease	the condition of being comfortable or relieved (especially after being relieved of distress)	responsibility ease relief conscience
ease	freedom from constraint or embarrassment	ease stranger
ease	freedom from activity (work or strain or responsibility)	pool swimming repose
aside	a line spoken by an actor to the audience but not intended for others on the stage	
aside	a message that departs from the main subject	
gambler	a person who wagers money on the outcome of games or sporting events	
gambler	someone who risks loss or injury in the hope of gain or excitement	
pause	a time interval during which there is a temporary cessation of something	
pause	temporary inactivity	
paw	a clawed foot of an animal especially a quadruped	
paw	the (prehensile) extremity of the superior limb	mitt surgeon hand
string	a lightweight cord	
string	stringed instruments that are played with a bow	string
string	a tightly stretched cord of wire or gut, which makes sound when plucked, struck, or bowed	
string	a sequentially ordered set of things or events or ideas in which each successive member is related to the preceding	mourner train thought island string
string	a linear sequence of symbols (characters or words or phrases)	
string	a tie consisting of a cord that goes through a seam around an opening	drawstring bag
string	a tough piece of fiber in vegetables, meat, or other food (especially the tough fibers connecting the two halves of a bean pod)	
string	(cosmology) a hypothetical one-dimensional subatomic particle having a concentration of energy and the dynamic properties of a flexible loop	
string	a collection of objects threaded on a single strand	
string	a necklace made by a stringing objects together; 	bead strand pearl string
till	unstratified soil deposited by a glacier; consists of sand and clay and gravel and boulders mixed together	
till	a treasury for government funds	
till	a strongbox for holding cash	
bark	tough protective covering of the woody stems and roots of trees and other woody plants	
bark	a noise resembling the bark of a dog	
bark	a sailing ship with 3 (or more) masts	
bark	the sound made by a dog	
bottom	the lower side of anything	
bottom	the lowest part of anything	hill bottom
bottom	the fleshy part of the human body that you sit on	kick nothing butt fanny
bottom	the second half of an inning; while the home team is at bat	
bottom	a depression forming the ground under a body of water	bed treasure ocean
bottom	low-lying alluvial land near a river	
bottom	a cargo ship	trade bottom
swell	the undulating movement of the surface of the open sea	
swell	a rounded elevation (especially one on an ocean floor)	
swell	a crescendo followed by a decrescendo	
swell	a man who is much concerned with his dress and appearance	
decay	the process of gradually becoming inferior	
decay	a gradual decrease; as of stored charge or current	
decay	the organic phenomenon of rotting	
decay	an inferior state resulting from the process of decaying	disrepair corpse house state decay
decay	the spontaneous disintegration of a radioactive substance along with the emission of ionizing radiation	
closing	the act of closing something	
closing	the last section of a communication	conclusion
closing	approaching a particular destination; a coming closer; a narrowing of a gap	ship rate time collision closing
closing	termination of operations	day center closure care
closing	a concluding action	
ring	a characteristic sound	ring sincerity
ring	a toroidal shape	smoke ship ring harbor halo
ring	a rigid circular band of metal or wood or other material used for holding or fastening or hanging or pulling	hoop iron horse
ring	(chemistry) a chain of atoms in a molecule that forms a closed loop	
ring	an association of criminals	pack gang thief police
ring	the sound of a bell ringing	telephone swell ringing Poe ring bell dinging church E. tintinnabulation A.
ring	a platform usually marked off by ropes in which contestants box or wrestle	
ring	jewelry consisting of a circlet of precious metal (often set with jewels) worn on the finger	finger wedding band ring
ring	a strip of material attached to the leg of a bird to identify it (as in studies of bird migration)	
perch	support consisting of a branch or rod that serves as a resting place (especially for a bird)	
perch	a linear measure of 16.5 feet	
perch	a square rod of land	
perch	an elevated place serving as a seat	
perch	any of numerous fishes of America and Europe	
perch	spiny-finned freshwater food and game fishes	
perch	any of numerous spiny-finned fishes of various families of the order Perciformes	
gulp	a large and hurried swallow	gulp
gulp	a spasmodic reflex of the throat made as if in swallowing	
sergeant	any of several noncommissioned officer ranks in the Army or Air Force or Marines ranking above a corporal	
sergeant	a lawman with the rank of sergeant	
sergeant	an English barrister of the highest rank	
queasiness	a mild state of nausea	
queasiness	inability to rest or relax or be still	
slide	a small flat rectangular piece of glass on which specimens can be mounted for microscopic study	
slide	(geology) the descent of a large mass of earth or rocks or snow etc.	
slide	(music) rapid sliding up or down the musical scale	swoop slide violinist
slide	plaything consisting of a sloping chute down which children can slide	
slide	the act of moving smoothly along a surface while remaining in contact with it	slide hill bottom coast slope child snowy
slide	a transparency mounted in a frame; viewed with a slide projector	
slide	sloping channel through which things can descend	
wake	the consequences of an event (especially a catastrophic event)	aftermath war accident wake
wake	an island in the western Pacific between Guam and Hawaii	
wake	the wave that spreads behind a boat as it moves forward	motorboat canoe wake
wake	a vigil held over a corpse the night before burial	weeping wake
nose	the organ of smell and entrance to the respiratory tract; the prominent part of the face of man or other mammals	cold nose
nose	a front that resembles a human nose (especially the front of an aircraft)	reentry nose rocket
nose	the front or forward projection of a tool or weapon	gun nose
nose	a small distance	horse race
nose	a symbol of inquisitiveness	
nose	the sense of smell (especially in animals)	nose hound
nose	a natural skill	nose deal
nose	a projecting spout from which a fluid is discharged	
bite	a wound resulting from biting by an animal or a person	
bite	a small amount of solid food; a mouthful	bit bread
bite	a painful wound caused by the thrust of an insect's stinger into skin	
bite	a light informal meal	
bite	(angling) an instance of a fish taking the bait	bite hour
bite	wit having a sharp and caustic quality	bite pungency satire
bite	a strong odor or taste property	mustard wine bite pungency spice garlic sharpness raciness
bite	the act of gripping or chewing off with the teeth and jaws	
bite	a portion removed from the whole	bite government paycheck
eiderdown	a soft quilt usually filled with the down of the eider	
eiderdown	down of the eider duck	
sharp	a musical notation indicating one half step higher than the note named	
sharp	a long thin sewing needle with a sharp point	
cue	an actor's line that immediately precedes and serves as a reminder for some action or speech	
cue	evidence that helps to solve a problem	
cue	a stimulus that provides information about what to do	
cue	sports implement consisting of a tapering rod used to strike a cue ball in pool or billiards	
smartness	a kind of pain such as that caused by a wound or a burn or a sore	
smartness	intelligence as manifested in being quick and witty	
smartness	elegance by virtue of being fashionable	
smartness	liveliness and eagerness	alacrity smartness pace
curl	a round shape formed by a series of concentric circles (as formed by leaves or flower petals)	
curl	American chemist who with Richard Smalley and Harold Kroto discovered fullerenes and opened a new branch of chemistry (born in 1933)	
curl	a strand or cluster of hair	
punter	someone who propels a boat with a pole	
punter	(football) a person who kicks the football by dropping it from the hands and contacting it with the foot before it hits the ground	
punter	someone who bets	
ratio	the relative magnitudes of two quantities (usually expressed as a quotient)	
ratio	the relation between things (or parts of things) with respect to their comparative quantity, magnitude, or degree	gin quotation martini proportion book
descent	a movement downward	
descent	properties attributable to your ancestry	origin
descent	the act of changing your location in a downward direction	
descent	the kinship relation between an individual and the individual's progenitors	
descent	a downward slope or bend	
descent	the descendants of one individual	warrior lineage
juggernaut	a massive inexorable force that seems to crush everything in its way	
juggernaut	an avatar of Vishnu	
juggernaut	a crude idol of Krishna	
application	the act of bringing something to bear; using it for a particular purpose	diagnosis electronics problem statistic application
application	a verbal or written request for assistance or employment or admission to a school	December application deadline
application	the work of applying something; 	coating doctor iodine surface paint application bleach
application	a program that gives a computer instructions that provide the user with tools to accomplish a task	application processing word
application	liquid preparation having a soothing or antiseptic or medicinal action when applied to the skin	skin lotion
application	a diligent effort	job application
application	the action of putting something into operation	index table massage maximum data thrust application
prod	a verbalization that encourages you to attempt something	ceaseless nerve
prod	a pointed instrument that is used to prod into a state of motion	
assistance	the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose	aid help rescue housework assistance party assist
assistance	a resource	aid
wince	the facial expression of sudden pain	
wince	a reflex response to sudden pain	
diversion	an activity that diverts or amuses or stimulates	scuba recreation drug crossword diversion tourist puzzle poetry abuse form diving
diversion	a turning aside (of your course or attention or concern)	goal detail diversion deflection highway digression
diversion	an attack calculated to draw enemy defense away from the point of the principal attack	
distraction	mental turmoil	
distraction	an obstacle to attention	
distraction	an entertainment that provokes pleased interest and distracts you from worries and vexations	
distraction	the act of distracting; drawing someone's attention away from something	misdirection expert conjurer
fool	a person who lacks good judgment	
fool	a person who is gullible and easy to take advantage of	
fool	a professional clown employed to entertain a king or nobleman in the Middle Ages	
junior	term of address for a disrespectful and annoying male	business look none
junior	a third-year undergraduate	
junior	the younger of two persons	year junior
junior	a son who has the same first name as his father	
straightforwardness	the quality of being direct and straightforward	people rudeness
straightforwardness	without hypocrisy	motif singleness
glare	a light within the field of vision that is brighter than the brightness to which the eyes are adapted	glare sunlight
glare	an angry stare	
glare	a focus of public attention	glare agency publicity limelight Congress
comfort	a state of being relaxed and feeling no pain	comfortableness armchair comfort man
comfort	a feeling of freedom from worry or disappointment	
comfort	the act of consoling; giving relief in affliction	presence consolation
comfort	a freedom from financial difficulty that promotes a comfortable state	ease luxury comfort world life
comfort	satisfaction or physical well-being provided by a person or thing	room comfort chair friendship
comfort	bedding made of two layers of cloth filled with stuffing and stitched together	
comfort	assistance, such as that provided to an enemy or to a known criminal	comfort enemy
showing	the display of a motion picture	
showing	something shown to the public	exhibit museum art
burst	the act of exploding or bursting	bomb firecracker radiation burst child explosion
burst	rapid simultaneous discharge of firearms	fusillade surprise flank
burst	a sudden flurry of activity (often for no obvious reason)	applause fit burst
burst	a sudden intense happening	rain outburst burst
toll	a fee levied for the use of roads or bridges (used for maintenance)	
toll	value measured by what must be given or done or undergone to obtain something	work cost glory price success life
toll	the sound of a bell being struck	church toll bell
trip	a journey for some purpose (usually including the return)	shopping trip center
trip	a hallucinatory experience induced by drugs	trip acid
trip	an accidental misstep threatening (or causing) a fall	jolt ice slip spill
trip	an exciting or stimulating experience	
trip	a catch mechanism that acts as a switch	pressure water tripper
trip	a light or nimble tread	foot trip woman
trip	an unintentional but embarrassing blunder	misstep poem confusion trip later robe
lark	North American songbirds having a yellow breast	
lark	a songbird that lives mainly on the ground in open country; has streaky brown plumage	
lark	any of numerous predominantly Old World birds noted for their singing	
lark	any carefree episode	
