"word"	"definition"	"concepts"
"admitting"	"serve as a means of entrance"	"ticket adult show"
"ebb"	"flow back or recede"	"noon tide"
"ebb"	"hem in fish with stakes and nets so as to prevent them from going back into the sea with the ebb"	
"ebb"	"fall away or decline"	"patient strength"
"betray"	"reveal unintentionally"	"feeling"
"betray"	"deliver to an enemy by treachery"	"spy country Jesus Judas"
"betray"	"disappoint, prove undependable to; abandon, forsake"	"smell child time crisis strength sense"
"betray"	"be sexually unfaithful to one's partner in marriage"	"Might husband"
"betray"	"give away information about somebody"	"classmate exam"
"betray"	"cause someone to believe an untruth"	"insurance house company"
"relate"	"make a logical or causal connection"	"piece fact colligate mind evidence event"
"relate"	"be relevant to"	"comment talk question remark lot"
"relate"	"give an account of"	"witness event"
"relate"	"be in a relationship with"	"observation"
"relate"	"have or establish a relationship to"	"peer"
"spy"	"catch sight of"	
"spy"	"watch, observe, or inquire secretly"	
"spy"	"catch sight of; to perceive with the eyes"	"sight men ridge king"
"spy"	"secretly collect sensitive or classified information; engage in espionage"	"spy Russians"
"distracted"	"draw someone's attention away from something"	"thief bystander competitor"
"distracted"	"disturb in mind or make uneasy or cause to be worried or alarmed"	"father news"
"seed"	"go to seed; shed seeds"	"dandelion seed"
"seed"	"help (an enterprise) in its early stages of development by providing seed money"	
"seed"	"bear seeds"	
"seed"	"place (seeds) in or on the ground for future growth"	"seed"
"seed"	"distribute (players or teams) so that outstanding teams or players will not meet in the early rounds"	
"seed"	"sprinkle with silver iodide particles to disperse and cause rain"	"cloud seed"
"seed"	"inoculate with microorganisms"	
"seed"	"remove the seeds from"	"grape seed"
"anguished"	"suffer great pains or distress"	
"anguished"	"cause emotional anguish or make miserable"	"child school"
"interrupted"	"make a break in"	"message program"
"interrupted"	"destroy the peace or tranquility of"	
"interrupted"	"interfere in someone else's activity"	"phone Please"
"interrupted"	"terminate"	"pregnancy streak cycle poverty"
"surprised"	"cause to be surprised"	"news"
"surprised"	"come upon or take unawares"	"couple scene"
"surprised"	"attack by storm; attack suddenly"	
"stirring"	"move an implement through"	"drink soil stir soup"
"stirring"	"move very slightly"	"seat"
"stirring"	"stir feelings in"	"appetite emotion stir audience"
"stirring"	"stir the feelings, emotions, or peace of"	"community country story war"
"stirring"	"affect emotionally"	"letter kind movie sympathy"
"stirring"	"summon into action or bring into existence, often as if by magic"	"specter spirit mountain bird unemployment air"
"stirring"	"to begin moving, ""As the thunder started the sleeping children began to stir"""	
"stirring"	"mix or add by stirring"	"nut Stir dough"
"tense"	"become stretched or tense or taut"	"neck bodybuilder rope weight muscle"
"tense"	"increase the tension on"	"relax spring rope calf muscle"
"tense"	"become tense, nervous, or uneasy"	"opponent room"
"tense"	"cause to be tense and uneasy or nervous or anxious"	"lawyer call phone"
"dim"	"switch (a car's headlights) from a higher to a lower beam"	
"dim"	"become dim or lusterless"	"light curtain"
"dim"	"make dim or lusterless"	"Time silver"
"dim"	"make dim by comparison or conceal"	
"dim"	"become vague or indistinct"	"theory distinction"
"trap"	"place in a confining or embarrassing position"	"situation"
"trap"	"catch in or as if in a trap"	"fox men"
"trap"	"hold or catch as if in a trap"	"gap food teeth particle"
"trap"	"to hold fast or prevent from moving"	"child tree"
"bait"	"harass with persistent criticism or carping"	"child worker failure tie jacket teacher"
"bait"	"lure, entice, or entrap with bait"	
"bait"	"attack with dogs or set dogs upon"	
"connect"	"connect, fasten, or put together two or more pieces"	"loudspeaker arm Link rope"
"connect"	"make a logical or causal connection"	"piece fact colligate mind evidence event"
"connect"	"be or become joined or united or linked"	"path street highway airport traveler"
"connect"	"join by means of communication equipment"	"line area telephone town company"
"connect"	"land on or hit solidly"	"head brick"
"connect"	"join for the purpose of communication"	"Singapore Raffles Operator"
"connect"	"be scheduled so as to provide continuing service, as in transportation"	"hour Amtrak plane train"
"connect"	"establish a rapport or relationship"	"President university faculty"
"connect"	"establish communication with someone"	"cousin"
"connect"	"plug into an outlet"	"TV toaster game plug football Please tonight"
"connect"	"hit or play a ball successfully"	"run batter home"
"rouse"	"become active"	
"rouse"	"force or drive out"	"police A.M bed"
"rouse"	"cause to be agitated, excited, or roused"	"inflammatory speaker crowd remark"
"rouse"	"cause to become awake or conscious"	"Please AM men street"
"slit"	"make a clean cut through"	"slit throat"
"slit"	"cut a slit into"	"victim throat"
"screech"	"make a high-pitched, screeching noise"	"engine noise car door"
"screech"	"utter a harsh abrupt scream"	
"turning"	"change orientation or direction, also in the abstract sense"	"towards face need mugger herself others Turn"
"turning"	"undergo a transformation or a change of position or action"	"election Socialism Capitalism people President"
"turning"	"undergo a change or development"	"traitor water friend enemy ice"
"turning"	"cause to move around or rotate"	"key way palm"
"turning"	"change to the contrary"	"trend House president tide opinion intern White affair"
"turning"	"pass to the other side of"	"corner move obstacle"
"turning"	"pass into a condition gradually, take on a specific property or attribute; become"	"weather"
"turning"	"let (something) fall or spill from a container"	"flour plate"
"turning"	"move around an axis or a center"	"wheel"
"turning"	"cause to move around a center so as to show another side of"	"page book"
"turning"	"to send or let go"	"mansion governor gate crowd"
"turning"	"to break and turn over earth especially with a plow"	"Farmer field earth Jones Spring week"
"turning"	"shape by rotating on a lathe or cutting device or a wheel"	"wheel clay table leg"
"turning"	"change color"	"leaf Vermont"
"turning"	"twist suddenly so as to sprain"	"hiker day ankle wrestler shoulder"
"turning"	"cause to change or turn into something different; assume new characteristics"	"prince frog gold princess alchemist"
"turning"	"accomplish by rotating"	"cartwheel turn somersault"
"turning"	"get by buying and selling"	"year profit company"
"turning"	"cause to move along an axis or into a new direction"	"face wall dance partner car"
"turning"	"channel one's attention, interest, thought, or attention toward or away from something"	"pedophile millennium satisfaction turn people"
"turning"	"cause (a plastic object) to assume a crooked or angular form"	"bar dough rod braid man twist iron"
"turning"	"alter the functioning or setting of"	"heat dial"
"turning"	"direct at someone"	"car smile flashlight"
"turning"	"have recourse to or make an appeal or request for help or information to"	"relative help Representative"
"turning"	"go sour or spoil"	"cream milk wine"
"turning"	"become officially one year older"	"year"
"cackle"	"talk or utter in a cackling manner"	"woman limousine step star movie"
"cackle"	"squawk shrilly and loudly, characteristic of hens"	
"cackle"	"emit a loud, unpleasant kind of laughing"	
"probe"	"question or examine thoroughly and closely"	
"probe"	"examine physically with or as if with a probe"	"probe anthill"
"recess"	"put into a recess"	"light recess"
"recess"	"make a recess in"	"piece wood"
"recess"	"close at the end of a session"	"court"
"confront"	"oppose, as in hostility or a competition"	"boxing Smith Jackson opponent enemy ring"
"confront"	"deal with (something unpleasant) head on"	"problem mistake consequence"
"confront"	"present somebody with something, usually to accuse or criticize"	"evidence action dilemma"
"confront"	"be face to face with"	"man child Halloween costume"
"jerk"	"pull, or move with a sudden movement"	"handle door"
"jerk"	"move with abrupt, seemingly uncontrolled motions"	"patient jerking leg"
"jerk"	"make an uncontrolled, short, jerky motion"	"face"
"jerk"	"jump vertically, with legs stiff and back arched"	"yung"
"jerk"	"throw or toss with a quick motion"	"piece jerk head paper table"
"fiddle"	"avoid (one's assigned duties)"	"duty soldier derelict"
"fiddle"	"commit fraud and steal from one's employer"	"year"
"fiddle"	"play the violin or fiddle"	
"fiddle"	"play on a violin"	"Zuckerman"
"fiddle"	"manipulate manually or in one's mind or imagination"	"screw wedding Senate idea ring"
"fiddle"	"play around with or alter or falsify, usually secretively or dishonestly"	"fiddle desk reporter fact Someone document"
"fiddle"	"try to fix or mend"	"van T.V set weekend"
"unlock"	"open the lock of"	"door"
"unlock"	"set free or release"	
"unlock"	"become unlocked"	"inside door"
"squeeze"	"to compress with violence, out of natural shape or condition"	"lemon aluminum crush"
"squeeze"	"press firmly"	"hand"
"squeeze"	"squeeze like a wedge into a tight space"	"corner"
"squeeze"	"to cause to do through pressure or necessity, by physical, moral or intellectual means :""She forced him to take a job in the city"""	"information"
"squeeze"	"obtain by coercion or intimidation"	"bos past business company money owner executive"
"squeeze"	"press or force"	"hand Stuff letter envelope money"
"squeeze"	"squeeze tightly between the fingers"	"bottle"
"squeeze"	"squeeze (someone) tightly in your arms, usually with fondness"	"Hug"
"squeeze"	"squeeze or press together"	"lip muscle spasm"
"hole"	"hit the ball into the hole"	
"hole"	"make holes in"	
"hissing"	"make a sharp hissing sound, as if to show disapproval"	
"hissing"	"move with a whooshing sound"	
"hissing"	"express or utter with a hiss"	
"hissing"	"show displeasure, as after a performance or speech"	
"escaping"	"run away from confinement"	"murderer prison security"
"escaping"	"fail to experience"	"hurricane"
"escaping"	"escape potentially unpleasant consequences; get away with a forbidden action"	"responsibility murder"
"escaping"	"be incomprehensible to; escape understanding by"	
"escaping"	"remove oneself from a familiar environment, usually for pleasure or diversion"	"day summer president company house"
"escaping"	"flee; take to one's heels; cut and run"	"police man burglar"
"escaping"	"issue or leak, as from a small opening"	"bedroom Gas"
"nip"	"squeeze tightly between the fingers"	"bottle"
"nip"	"give a small sharp bite to"	"staff ankle Queen corgi"
"nip"	"sever or remove by pinching or snipping"	"flower"
"fumble"	"feel about uncertainly or blindly"	"darkness glass bedroom"
"fumble"	"make one's way clumsily or blindly"	"door"
"fumble"	"handle clumsily"	
"fumble"	"make a mess of, destroy or ruin"	"movement passage dinner pianist"
"fumble"	"drop or juggle or fail to play cleanly a grounder"	"grounder"
"humped"	"round one's back by bending forward and drawing the shoulders forward"	
"humped"	"have sexual intercourse with"	"dorm Eve student man everyone Adam"
"snatch"	"to grasp hastily or eagerly"	"dog ham bone"
"snatch"	"to make grasping motions"	"cat butterfly"
"snatch"	"take away to an undisclosed location against their will and usually in order to extract a ransom"	"industrialist son"
"strew"	"spread by scattering (""straw"" is archaic)"	"strew carpet"
"strew"	"cover; be dispersed over"	"body ground"
"evaporate"	"lose or cause to lose liquid by vaporization leaving a more concentrated residue"	"milk evaporate"
"evaporate"	"cause to change into a vapor"	"water chemist"
"evaporate"	"change into a vapor"	"eye water front"
"evaporate"	"become less intense and fade away gradually"	"year charm fiance resistance hope"
"dazzle"	"to cause someone to lose clear vision, especially from intense light"	"headlight"
"dazzle"	"amaze or bewilder, as with brilliant wit or intellect or skill"	"argument audience turn everyone jump dancer"
"prying"	"to move or force, especially in an effort to get something open"	"burglar lid pail garbage lock Raccoons"
"prying"	"be nosey"	"matter"
"prying"	"search or inquire in a meddlesome way"	"office guy"
"prying"	"make an uninvited or presumptuous inquiry"	"information"
"splay"	"spread open or apart"	"table hand"
"splay"	"turn outward"	"degree bird toe leg dancer ballet"
"splay"	"move out of position"	"joint dislocate hip"
"boast"	"show off"	
"boast"	"wear or display in an ostentatious or proud manner"	"hat"
"menace"	"pose a threat to; present a danger to"	"pollution crop"
"menace"	"express a threat either by an utterance or a gesture"	"bank manager stick"
"menace"	"act in a threatening manner"	"person menacing"
"weaken"	"lessen the strength of"	"body fever"
"weaken"	"become weaker"	"day resistance prisoner"
"weaken"	"destroy property or hinder normal operations"	"railroad operation Resistance war"
"weaken"	"reduce the level or intensity or size or scope of"	"de-escalate crisis"
"weaken"	"lessen in force or effect"	"shock fall"
"bore"	"cause to be bored"	
"bore"	"make a hole, especially with a pointed power or hand tool"	"pipe bee hole gas oil wall drill carpenter"
"bore"	"have"	"resemblance signature"
"bore"	"cause to be born"	"twin yesterday wife"
"bore"	"put up with something or somebody unpleasant"	"secretary year marriage lot remark criticism heat"
"bore"	"move while holding up or supporting"	"load order gift news Bear"
"bore"	"bring forth, ""The apple tree bore delicious apples this year"""	"plant flower"
"bore"	"take on as one's own the expenses or debts of another person"	"responsibility charge"
"bore"	"contain or hold; have within"	"water jar wine"
"bore"	"bring in"	"saving account"
"bore"	"have on one's person"	"ribbon scar"
"bore"	"behave in a certain manner"	"dignity time"
"bore"	"have rightfully; of rights, titles, and offices"	"decade title Duchess governorship"
"bore"	"support or hold in a certain manner"	"head"
"bore"	"be pregnant with"	"child January"
"bestow"	"present"	"degree student someone bestow honor university"
"bestow"	"give as a gift"	
"bestow"	"bestow a quality on"	"music play program atmosphere meeting company lot cachet note presence"
"conquer"	"to put down by force or authority"	"desire uprising suppress nascent conquer"
"conquer"	"take possession of by force, as after an invasion"	"invader militia town inhabitant army land property castle"
"conquer"	"overcome by conquest"	"country conquer fear"
"transmute"	"change in outward structure or looks"	"salesman beetle monster"
"transmute"	"change or alter in form, appearance, or nature"	"element sculpture clay experience completely"
"transmute"	"alter the nature of (elements)"	
"slice"	"make a clean cut through"	"slit throat"
"slice"	"hit a ball and put a spin on it so that it travels in a different direction"	
"slice"	"cut into slices"	"salami Slice"
"slice"	"hit a ball so that it causes a backspin"	
"forbid"	"command against"	"trip plan Dad Mother chocolate night store"
"forbid"	"keep from happening or arising; make impossible"	"answer project honest involvement tact forbids role sense"
"slug"	"strike heavily, especially with the fist or a bat"	
"slug"	"be idle; exist in a changeless situation"	"man morning porch bed"
"beam"	"smile radiantly; express joy through one's facial expression"	
"beam"	"emit light; be bright, as of the sun or a light"	"day fire shone sun"
"beam"	"express with a beaming face or smile"	"approval"
"beam"	"broadcast over the airwaves, as in radio or television"	"song"
"beam"	"have a complexion with a strong bright color, such as red or pink"	"face sauna"
"beam"	"experience a feeling of well-being or happiness, as from good health or an intense emotion"	"joy face happiness"
"thrash"	"give a thrashing to; beat hard"	
"thrash"	"move or stir about violently"	"patient bed"
"thrash"	"dance the slam dance"	
"thrash"	"beat so fast that (the heart's) output starts dropping until (it) does not manage to pump out blood at all"	
"thrash"	"move data into and out of core rather than performing useful computation"	"system"
"thrash"	"beat the seeds out of a grain"	
"thrash"	"beat thoroughly and conclusively in a competition or fight"	"Sunday team"
"monkey"	"play around with or alter or falsify, usually secretively or dishonestly"	"fiddle desk reporter fact Someone document"
"monkey"	"do random, unplanned work or activities or spend time idly"	"lady house"
"calm"	"make calm or still"	"dragon worry fear"
"calm"	"make steady"	
"calm"	"become quiet or calm, especially after a state of agitation"	"fight men baby while thing"
"calm"	"cause to be calm or quiet as by administering a sedative to"	"patient operation"
"spark"	"put in motion or move to act"	"trigger circuit reaction"
"spark"	"emit or produce sparks"	"tension wire storm"
"trash"	"dispose of (something useless or old)"	"junk computer trash chair car"
"trash"	"express a totally negative opinion of"	"performance critic"
"magnify"	"increase in size, volume or significance"	"terror mind"
"magnify"	"to enlarge beyond bounds or the truth"	"imagery Old South"
"magnify"	"make large"	"image"
"yielding"	"be the cause or source of"	"trouble lot information meeting"
"yielding"	"end resistance, as under pressure or force"	"ram battering blow door"
"yielding"	"give or supply"	"liter cow family year corn milk revenue estate bushel crop"
"yielding"	"give over; surrender or relinquish to the physical control of another"	
"yielding"	"give in, as to influence or pressure"	
"yielding"	"move in order to make room for someone for something"	"crowd way `Move supermarket park"
"yielding"	"cause to happen or be responsible for"	"victory single team"
"yielding"	"be willing to concede"	
"yielding"	"be fatally overwhelmed"	
"yielding"	"bring in"	"saving account"
"yielding"	"be flexible under stress of physical force"	"material"
"yielding"	"cease opposition; stop fighting"	
"yielding"	"consent reluctantly"	
"hiss"	"make a sharp hissing sound, as if to show disapproval"	
"hiss"	"move with a whooshing sound"	
"hiss"	"express or utter with a hiss"	
"hiss"	"show displeasure, as after a performance or speech"	
"unwind"	"reverse the winding or twisting of"	"yarn ball"
"unwind"	"separate the tangles of"	
"unwind"	"become less tense, rest, or take one's ease"	"relax day tub work"
"unwind"	"cause to feel relaxed"	"bath"
"jog"	"continue talking or writing in a desultory manner"	"ramble jog"
"jog"	"even up the edges of a stack of paper, in printing"	
"jog"	"run for exercise"	"canal jog"
"jog"	"run at a moderately swift pace"	
"jog"	"give a slight push to"	
"jog"	"stimulate to remember"	"jog memory"
"shrinking"	"wither, as with a loss of moisture"	"fruit"
"shrinking"	"draw back, as with fear or pain"	"slaughtering calf"
"shrinking"	"reduce in size; reduce physically"	"water sweater Hot image"
"shrinking"	"become smaller or draw together"	"fabric balloon shrank"
"shrinking"	"decrease in size, range, or extent"	"shrank courage task earnings"
"blast"	"make a strident sound"	"microphone"
"blast"	"hit hard"	"homer"
"blast"	"use explosives on"	"day enemy"
"blast"	"apply a draft or strong wind to to"	"air conditioning"
"blast"	"create by using explosives"	"passage blast mountain"
"blast"	"make with or as if with an explosion"	"Alps tunnel"
"blast"	"fire a shot"	"gunman"
"blast"	"criticize harshly or violently"	"press passage critic President author"
"blast"	"shatter as if by explosion"	
"blast"	"shrivel or wither or mature imperfectly"	
"tin"	"plate with tin"	
"tin"	"preserve in a can or tin"	"food"
"tin"	"prepare (a metal) for soldering or brazing by applying a thin layer of solder to the surface"	
"restrain"	"keep under control; keep in check"	"suppress cool smile temper"
"restrain"	"place limits on (extent or access)"	"time friend use parking lot"
"restrain"	"to close within bounds, limit or hold back from movement"	"stockade center immigrant passenger journalist train detention terrorist ransom animal dozen"
"restrain"	"hold back"	
"restrain"	"to compel or deter by or as if by threats"	
"wrench"	"twist or pull violently or suddenly, especially so as to remove (something) from that to which it is attached or from where it originates"	"chest hinge wrench sigh grip window somebody"
"wrench"	"make a sudden twisting motion"	
"wrench"	"twist and compress, as if in pain or anguish"	"hand"
"wrench"	"twist suddenly so as to sprain"	"hiker day ankle wrestler shoulder"
"whipping"	"beat severely with a whip or rod"	"child student teacher"
"whipping"	"defeat thoroughly"	"opponent floor"
"whipping"	"thrash about flexibly in the manner of a whiplash"	"wind grass"
"whipping"	"strike as if by whipping"	"face curtain"
"whipping"	"whip with or as if with a wire whisk"	"egg"
"whipping"	"subject to harsh criticism"	"community Senator invective student professor speech administration Friday"
"straggle"	"wander from a direct or straight course"	
"straggle"	"go, come, or spread in a rambling or irregular way"	"Branches"
"tumble"	"fall down, as if collapsing"	"Center World plane Trade tower"
"tumble"	"cause to topple or tumble by pushing"	
"tumble"	"roll over and over, back and forth"	
"tumble"	"fly around"	"smoke clothes air dryer"
"tumble"	"fall apart"	"building explosion Negotiations"
"tumble"	"throw together in a confused mass"	"team pattern"
"tumble"	"understand, usually after some initial difficulty"	"classmate"
"tumble"	"fall suddenly and sharply"	"Prices currency devaluation"
"tumble"	"put clothes in a tumbling barrel, where they are whirled about in hot air, usually with the purpose of drying"	"dry Wash water"
"tumble"	"suffer a sudden downfall, overthrow, or defeat"	
"tumble"	"do gymnastics, roll and turn skillfully"	
"glaze"	"coat with a glaze"	"eggwhite dish bread potter"
"glaze"	"become glassy or take on a glass-like appearance"	"eye glaze"
"glaze"	"furnish with glass"	"glass window"
"glaze"	"coat with something sweet, such as a hard sugar glaze"	
"squat"	"sit on one's heels"	"birth woman child culture sandstorm"
"squat"	"be close to the earth, or be disproportionately wide"	"building"
"squat"	"occupy (a dwelling) illegally"	
"pet"	"stroke or caress gently"	"lamb"
"pet"	"stroke or caress in an erotic manner, as during lovemaking"	
"butt"	"lie adjacent to another or share a boundary"	"U.S march Canada Scotland England"
"butt"	"to strike, thrust or shove against"	"hiker way goat horn sister"
"butt"	"place end to end without overlapping"	"joint frame"
"swimming"	"travel through water"	"minute tank fish shore"
"swimming"	"be afloat either on or below a liquid surface and not sink to the bottom"	
"swimming"	"be dizzy or giddy"	"brain champagne bottle"
"swimming"	"be covered with or submerged in a liquid"	"meat gravy"
"swimming"	"move as if gliding through water"	"snake soil"
"reel"	"walk as if unable to control one's movements"	"man room"
"reel"	"revolve quickly and repeatedly around one's own axis"	"dizzy dervish"
"reel"	"wind onto or off a reel"	
"stagger"	"walk as if unable to control one's movements"	"man room"
"stagger"	"walk with great difficulty"	"snow"
"stagger"	"to arrange in a systematic order"	"lecture hall chair stagger"
"stagger"	"astound or overwhelm, as with shock"	"bill earthquake house"
"assemble"	"create by putting components or members together"	"verse quilt committee"
"assemble"	"collect in one place"	"dining gather basement church room"
"assemble"	"get people together"	"colleague family member project"
"cancel"	"postpone indefinitely or annul something that was scheduled"	"vacation dinner party plan scratch meeting engagement chair"
"cancel"	"make up for"	"opponent strength skill"
"cancel"	"declare null and void; make ineffective"	"law election Cancel result strike"
"cancel"	"remove or make invisible"	"name Please list"
"cancel"	"make invalid for use"	"ticket cheque cancel"
"retrieve"	"get or find back; recover the use of"	"herself voice control"
"retrieve"	"go for and bring back"	"garage parking car"
"retrieve"	"run after, pick up, and bring to the master"	"dog"
"retrieve"	"recall knowledge from memory; have a recollection"	"memory name phone number thing"
"subdued"	"put down by force or intimidation"	"dissident uprising attempt landowner land peasant government China"
"subdued"	"to put down by force or authority"	"desire uprising suppress nascent conquer"
"subdued"	"hold within limits and control"	"appetite flesh"
"subdued"	"get on top of; deal with successfully"	"shyness"
"subdued"	"make subordinate, dependent, or subservient"	"wish ruler"
"subdued"	"correct by punishment or discipline"	
"concoct"	"make a concoction (of) by mixing"	
"concoct"	"prepare or cook by mixing ingredients"	"mixture"
"concoct"	"invent"	"charge"
"concoct"	"devise or invent"	"no-one piece software plan"
"whip"	"beat severely with a whip or rod"	"child student teacher"
"whip"	"defeat thoroughly"	"opponent floor"
"whip"	"thrash about flexibly in the manner of a whiplash"	"wind grass"
"whip"	"strike as if by whipping"	"face curtain"
"whip"	"whip with or as if with a wire whisk"	"egg"
"whip"	"subject to harsh criticism"	"community Senator invective student professor speech administration Friday"
"pad"	"add details to"	
"pad"	"walk heavily and firmly, as when weary, or through mud"	"grindstone Mules circle"
"pad"	"line or stuff with soft material"	"bra"
"pad"	"add padding to"	"seat chair"
"bathe"	"cleanse the entire body"	"bathe"
"bathe"	"suffuse with or as if with light"	"sunlight room"
"bathe"	"clean one's body by immersion into water"	"day child"
"fostering"	"promote the growth of"	"child education well-being Foster"
"fostering"	"bring up under fosterage; of children"	
"fostering"	"help develop, help grow"	"nurture talent"
"lurch"	"walk as if unable to control one's movements"	"man room"
"lurch"	"move abruptly"	"left ship"
"lurch"	"move slowly and unsteadily"	"truck road"
"lurch"	"loiter about, with no apparent aim"	
"lurch"	"defeat by a lurch"	
"dip"	"immerse briefly into a liquid so as to wet, coat, or saturate"	"cleaning paint garment solution brush dip"
"dip"	"dip into a liquid while eating"	"piece sauce bread"
"dip"	"go down momentarily"	"Prices"
"dip"	"stain an object by immersing it in a liquid"	
"dip"	"take a small amount from"	"saving"
"dip"	"switch (a car's headlights) from a higher to a lower beam"	
"dip"	"lower briefly"	"knee"
"dip"	"appear to move downward"	"line tree horizon sun setting"
"dip"	"slope downwards"	"property river dip"
"dip"	"dip into a liquid"	"pool"
"dip"	"place (candle wicks) into hot, liquid wax"	
"dip"	"immerse in a disinfectant solution"	"sheep dip"
"dip"	"plunge (one's hand or a receptacle) into a container"	"pocket"
"dip"	"scoop up by plunging one's hand or a ladle below the surface"	"water container dip"
"tail"	"go after with the intent to catch"	"policeman alley mugger dog rabbit"
"tail"	"remove or shorten the tail of an animal"	
"tail"	"remove the stalk of fruits or berries"	
"subside"	"wear off or die down"	"pain"
"subside"	"sink to a lower level or form a depression"	"valley"
"subside"	"sink down or precipitate"	"water mud"
"subside"	"descend into or as if into some soft substance or place"	"chair bed"
"cock"	"tilt or slant to one side"	"head cock"
"cock"	"set the trigger of a firearm back for firing"	
"cock"	"to walk with a lofty proud gait, often in an attempt to impress others"	"house rooster hen"
"stunned"	"make senseless or dizzy by or as if by a blow"	"stun fish"
"stunned"	"hit something or somebody as if with a sandbag"	
"stunned"	"overcome as with astonishment or disbelief"	"news"
"interrupt"	"make a break in"	"message program"
"interrupt"	"destroy the peace or tranquility of"	
"interrupt"	"interfere in someone else's activity"	"phone Please"
"interrupt"	"terminate"	"pregnancy streak cycle poverty"
"charged"	"to make a rush at or sudden attack upon, as in battle"	"Jess pitchfork"
"charged"	"blame for, make a claim of wrongdoing or misbehavior against"	"director indifference"
"charged"	"demand payment"	"service night hotel"
"charged"	"move quickly and violently"	"office car street"
"charged"	"assign a duty, responsibility or obligation to"	"creation concordance deputy manager"
"charged"	"file a formal charge against"	"suspect wife"
"charged"	"make an accusatory claim"	"attorney defense juror"
"charged"	"fill or load to capacity"	"wagon hay charge"
"charged"	"enter a certain amount as a charge"	
"charged"	"cause to be admitted; of persons to an institution"	"episode prison"
"charged"	"give over to another for care or safekeeping"	"baggage"
"charged"	"pay with a credit card; pay with plastic money; postpone payment by recording a purchase as a debt"	"purchase cash charge"
"charged"	"lie down on command, of hunting dogs"	
"charged"	"cause to be agitated, excited, or roused"	"inflammatory speaker crowd remark"
"charged"	"place a heraldic bearing on"	"shield charge banner weapon"
"charged"	"provide (a device) with something necessary"	"gun camera load"
"charged"	"direct into a position for use"	"gun point weapon"
"charged"	"impose a task upon, assign a responsibility to"	"file weekend"
"charged"	"instruct (a jury) about the law, its application, and the weighing of evidence"	
"charged"	"instruct or command with authority"	"child poem teacher"
"charged"	"attribute responsibility to"	"tragedy accident inexperience"
"charged"	"set or ask for a certain price"	"lunch massage fellow"
"charged"	"cause formation of a net electrical charge in or on"	"charge conductor"
"charged"	"energize a battery by passing a current through it in the direction opposite to discharge"	"battery car"
"charged"	"saturate"	"tension room anxiety"
"assign"	"give an assignment to (a person) to a post, or assign a task to (a person)"	
"assign"	"give out"	"uniform"
"assign"	"attribute or credit to"	"quotation People cleverness"
"assign"	"select something or someone for a specific purpose"	"exercise classmate teacher"
"assign"	"attribute or give"	"story effort statement interpretation emphasis twist job teacher"
"assign"	"make undue claims to having"	
"assign"	"transfer one's right to"	
"assign"	"decide as to where something belongs in a scheme"	"biologist class mushroom"
"integrate"	"make into a whole or make part of a whole"	"proposal suggestion"
"integrate"	"open (a place) to members of all races and ethnic groups"	"school"
"integrate"	"become one; become integrated"	"background student integrate school"
"integrate"	"calculate the integral of; calculate by integration"	
"flux"	"move or progress freely as if in a stream"	"stadium crowd"
"flux"	"become liquid or fluid when heated"	"fat"
"flux"	"mix together different elements"	"color"
"pinch"	"squeeze tightly between the fingers"	"bottle"
"pinch"	"make ridges into by pinching together"	
"pinch"	"make off with belongings of others"	
"pinch"	"cut the top off"	"bush tree"
"pinch"	"irritate as if by a nip, pinch, or tear"	"point teeth pain back surface"
"soaring"	"rise rapidly"	"yen dollar"
"soaring"	"fly by means of a hang glider"	
"soaring"	"fly upwards or high in the sky"	
"soaring"	"go or move upward"	"cease-fire market stock"
"soaring"	"fly a plane without an engine"	
"feathered"	"join tongue and groove, in carpentry"	
"feathered"	"cover or fit with feathers"	
"feathered"	"turn the paddle; in canoeing"	
"feathered"	"turn the oar, while rowing"	
"feathered"	"grow feathers"	"sparrow"
"illuminated"	"make lighter or brighter"	"bit lamp room"
"illuminated"	"make free from confusion or ambiguity; make clear"	"fault remark Could question"
"illuminated"	"add embellishments and paintings to (medieval manuscripts)"	
"undo"	"cancel, annul, or reverse an action or its effect"	"action"
"undo"	"deprive of certain characteristics"	
"undo"	"cause the ruin or downfall of"	"President mistake"
"undo"	"cause to become loose"	"necktie knot shoelace"
"undo"	"remove the outer cover or wrapping of"	"gift parcel"
"coil"	"to wind or move in a spiral course"	"nerve floor action body dance people smoke drawn muscle sky"
"coil"	"make without a potter's wheel"	"vessel hand-builds potter"
"coil"	"wind around something in coils or loops"	
"blaze"	"shine brightly and intensively"	"Meteors atmosphere"
"blaze"	"shoot rapidly and repeatedly"	"men"
"blaze"	"burn brightly and intensely"	"pine summer sun"
"blaze"	"move rapidly and as if blazing"	"space spaceship"
"blaze"	"indicate by marking trees with blazes"	"trail"
"queer"	"hinder or prevent (the efforts, plans, or desires) of"	"surge opponent challenger September Ruth"
"queer"	"put in a dangerous, disadvantageous, or difficult position"	
"carve"	"form by carving"	"ice flower"
"carve"	"engrave or cut by chipping away at a surface"	"name bark"
"carve"	"cut to pieces"	"Father ham"
"fumbled"	"feel about uncertainly or blindly"	"darkness glass bedroom"
"fumbled"	"make one's way clumsily or blindly"	"door"
"fumbled"	"handle clumsily"	
"fumbled"	"make a mess of, destroy or ruin"	"movement passage dinner pianist"
"fumbled"	"drop or juggle or fail to play cleanly a grounder"	"grounder"
"stray"	"move about aimlessly or without any destination, often in search of food or employment"	"laborer town prairie cattle vagabond wandering gypsy Jew wood"
