word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities,av_cos_mon_synonyms_to_word,av_wup_sim,n_syns_wup_distance
distrustful,1,1,mon,1,1.0,1,0,-,ooc,False,1.0000000000000002,1.0,0.0
premium bond,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
sickbay,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0
soft - soap,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
French kiss,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
alright,1,1,mon,4,None,1,0,-,False,False,OOWN,,
leinster,0,0,oov,0,None,0,0,-,False,False,OOWN,,
stokes,0,0,oov,1,1.0,0,0,-,False,False,0.24304360642353698,1.0,0.0
territory,1,4,poly,3,0.13333333333333333,1,0,abs-conc,False,False,OOV/OOW,0.3484737484737485,1.9545787545787543
vestal virgin,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
carapace,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0
skylark,2,2,homonyms_only_different_pos,2,None,0,0,conc,ooc,False,OOV/OOW,,
fluff,2,6,homonyms_only_different_pos,6,0.14285714285714285,4,0,abs-conc,ooc,False,OOV/OOW,0.23733766233766232,4.575974025974026
tragedienne,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
poet,1,2,poly,1,1.0,0,0,conc,False,False,1.0000000000000016,1.0,0.0
DJ,1,2,poly,2,None,0,0,conc,ooc,False,OOV/OOW,,
re - cover,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
whistle,2,7,homonyms_only_different_pos,11,0.10526315789473684,2,4,abs-conc,True,False,0.2873896720640227,0.3158073749435979,7.526118875620423
wave,2,11,homonyms_only_different_pos,14,0.10526315789473684,8,12,abs-conc,True,False,OOV/OOW,0.2472065620773387,10.539108130917258
hemorrhoid,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
acorn,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0
error,1,2,poly,7,0.26666666666666666,1,4,abs,False,False,OOV/OOW,0.3745290423861852,4.378296703296704
god,1,3,poly,4,0.11764705882352941,2,0,abs-conc-n,False,False,0.6391651569778902,0.2996689026487788,2.8013243894048845
truancy,1,1,mon,1,1.0,0,0,abs,ooc,False,0.5861681316672424,1.0,0.0
Shangri - La,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
picon,0,0,oov,0,None,0,0,-,False,False,OOWN,,
exeter,0,0,oov,0,None,0,0,-,False,False,OOWN,,
borer,1,1,mon,2,0.42105263157894735,1,0,conc,ooc,False,OOV/OOW,0.42105263157894735,1.1578947368421053
pleonasm,1,2,poly,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
in,4,42,homonyms_only_different_pos,7,0.11764705882352941,4,0,abs-n,True,False,-0.00554298757776818,0.20653594771241832,5.554248366013072
glasses,1,1,mon,13,0.09523809523809523,0,0,abs-conc,ooc,False,0.12984206552123556,0.31277280305581545,8.9339535602744
elstir,0,0,oov,0,None,0,0,-,False,False,OOWN,,
herringbone,1,1,mon,2,0.6666666666666666,1,0,conc,ooc,False,OOV/OOW,0.6666666666666666,0.6666666666666667
brier,1,2,poly,5,0.10526315789473684,1,0,abs-conc,ooc,False,0.16608302924544494,0.37440580302573834,3.1279709848713084
Poland,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW,1.0,0.0
SF,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
contact,3,8,homonyms_only_different_pos,11,0.1111111111111111,3,10,abs-conc,True,False,OOV/OOW,0.32054756505220905,7.473976784425701
- goer,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
saville,0,0,oov,0,None,0,0,-,False,False,OOWN,,
emission-monitoring,0,0,oov,0,None,0,0,-,False,False,OOWN,,
declivity,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
old maidish,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
oft,1,1,mon,1,1.0,0,0,-,ooc,False,0.4764043423197994,1.0,0.0
militarily,0,0,oov,1,1.0,0,0,-,False,False,1.0000000000000018,1.0,0.0
post-impressionist,0,0,oov,1,1.0,0,0,conc,False,False,OOV/OOW,1.0,0.0
doll,1,4,poly,2,0.4444444444444444,1,0,conc,False,False,OOWN,0.4444444444444444,1.1111111111111112
skinflint,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
cross - hatching,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
latch onto,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
lordship,1,2,poly,2,0.23529411764705882,1,0,abs,False,False,OOWN,0.23529411764705882,1.5294117647058822
stock - in - trade,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
shoe,2,9,homonyms_only_different_pos,5,0.5263157894736842,2,0,conc,False,False,OOV/OOW,0.5937392500859993,2.0313037495700037
- ologist,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
treasure house,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
queen's evidence,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
learning,1,1,mon,8,0.2,1,0,abs,False,False,0.15916476664180165,0.381547619047619,4.947619047619048
truthful,1,2,poly,2,None,1,0,-,ooc,False,OOWN,,
affinity,1,3,poly,7,0.1111111111111111,2,0,abs-conc,ooc,False,OOV/OOW,0.3293075116604528,4.69484741837683
cezanne,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW,1.0,0.0
sink,2,13,homonyms_only_different_pos,13,0.15384615384615385,7,14,conc,True,False,0.15785087139083465,0.27016624054439164,9.487838872922909
collocate,1,1,mon,2,0.18181818181818182,1,0,-,ooc,False,OOWN,0.18181818181818182,1.6363636363636362
woken,1,1,mon,5,0.16666666666666666,0,0,-,ooc,False,OOV/OOW,0.2603246753246753,3.6983766233766238
unheard,1,2,poly,1,1.0,0,0,-,ooc,False,1.000000000000001,1.0,0.0
out - of - pocket expenses,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
ordinand,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
Saturn,1,1,mon,2,0.10526315789473684,0,0,n,ooc,False,OOWN,0.10526315789473684,1.7894736842105263
Hansard,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
bearded,1,1,mon,3,None,0,0,-,ooc,False,OOV/OOW,,
pregnancy,1,3,poly,1,1.0,0,0,abs,False,False,1.000000000000002,1.0,0.0
rarely,1,2,poly,1,1.0,0,0,-,False,False,0.8711845422969687,1.0,0.0
gas mask,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
aero -,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
bathing cap,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
il -,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
self - educated,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
encourage,1,1,mon,3,0.2222222222222222,1,3,-,True,False,OOWN,0.25925925925925924,2.2222222222222223
bopper,1,1,mon,0,None,0,0,-,False,False,OOWN,,
merseyside,0,0,oov,0,None,0,0,-,False,False,OOWN,,
watercourse,1,2,poly,3,0.3076923076923077,1,0,conc,False,False,OOWN,0.45609945609945607,1.631701631701632
Estonians,0,0,oov,1,1.0,0,0,abs,ooc,True,OOV/OOW,1.0,0.0
pentathlon,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000002,1.0,0.0
north-west,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0
field mouse,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
compassion,1,1,mon,2,0.42857142857142855,1,0,abs,ooc,False,OOV/OOW,0.42857142857142855,1.1428571428571428
liberal art,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
Arizona,0,0,oov,2,0.1111111111111111,0,0,abs-n,ooc,True,OOV/OOW,0.1111111111111111,1.7777777777777777
furl,1,2,poly,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0
archives,1,2,poly,3,0.5263157894736842,0,0,conc,ooc,False,OOWN,0.5263157894736842,1.4210526315789473
nicety,1,3,poly,2,0.26666666666666666,1,0,abs,ooc,False,OOV/OOW,0.26666666666666666,1.4666666666666668
mrs,0,0,oov,2,0.8888888888888888,0,0,abs,False,False,OOV/OOW,0.8888888888888888,0.22222222222222232
deleterious,1,1,mon,1,1.0,0,0,-,ooc,False,0.647716906276901,1.0,0.0
coal gas,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
antecedence,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
draw on,2,5,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN,,
paean,1,1,mon,2,0.375,1,0,abs,ooc,False,0.14407936373463773,0.375,1.25
self - starter,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
Sweden,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW,1.0,0.0
interweave,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000018,1.0,0.0
octopus,1,1,mon,2,0.21052631578947367,1,0,conc,ooc,False,OOWN,0.21052631578947367,1.5789473684210527
executioner,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000002,1.0,0.0
impassable,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000018,1.0,0.0
rising generation,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
stride,2,5,homonyms_only_different_pos,5,0.2222222222222222,4,1,abs,True,False,OOWN,0.32905299801079857,3.3547350099460074
in part,0,0,oov,0,None,0,0,-,False,False,OOWN,,
excitement,1,2,poly,4,0.21052631578947367,1,6,abs,False,False,0.3075419338616118,0.3393475518862516,2.6426097924549934
marian,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0
commissioning,0,0,oov,4,0.13333333333333333,0,0,abs,False,False,OOWN,0.14334554334554336,3.4266178266178264
unbearable,1,1,mon,1,1.0,0,0,-,ooc,False,0.6716864239686816,1.0,0.0
blackboard,1,1,mon,1,1.0,0,0,conc,ooc,False,0.6757035153774893,1.0,0.0
sabra,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0
caretaker government,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
devotions,1,1,mon,4,0.23529411764705882,0,0,abs,ooc,False,OOV/OOW,0.4504357298474946,2.1982570806100217
domineer,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
half - caste,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
teabag,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
sheathe,1,2,poly,3,0.2222222222222222,2,3,-,ooc,False,OOWN,0.2526455026455026,2.242063492063492
mending,1,2,poly,4,0.10526315789473684,1,0,abs-conc,ooc,False,OOV/OOW,0.16374269005847952,3.345029239766082
barrett,0,0,oov,0,None,0,0,-,False,False,OOWN,,
Liverpool,0,0,oov,1,0.9,0,0,n,ooc,True,OOV/OOW,1.0,0.0
academy,1,2,poly,4,0.1111111111111111,2,0,abs-conc,False,False,OOV/OOW,0.4433465198945075,2.22661392042197
inequality,1,2,poly,1,1.0,0,0,abs,False,False,1.0000000000000004,1.0,0.0
foam,2,4,homonyms_only_different_pos,3,0.23529411764705882,1,0,abs,False,False,OOV/OOW,0.23529411764705882,2.2941176470588234
semifinal,1,1,mon,1,1.0,0,0,abs,ooc,False,0.9999999999999998,1.0,0.0
second person,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
draconian,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
wingspan,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000018,1.0,0.0
caterpillar,1,1,mon,2,0.4,1,0,conc,ooc,False,OOWN,0.4,1.2
SJ,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
girl Friday,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
- sighted,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
skin,2,14,homonyms_only_different_pos,10,0.125,5,4,abs-conc,True,False,0.3550442450192627,0.3402260904361745,6.597739095638255
depart,1,2,poly,6,0.2222222222222222,1,3,-,False,False,OOV/OOW,0.29100529100529104,4.253968253968254
tractable,1,2,poly,2,None,1,0,-,ooc,False,OOV/OOW,,
infection,1,2,poly,7,0.13333333333333333,1,0,abs-conc,ooc,False,OOWN,0.2564487100201386,5.20485902985903
fogbound,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
party - coloured,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
amusement,1,3,poly,2,0.25,2,3,abs,False,False,0.35565957821951183,0.25,1.5
stuttgart,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW,1.0,0.0
zealotry,1,1,mon,1,1.0,0,0,abs,ooc,False,0.6674680915946953,1.0,0.0
mercifully,0,0,oov,1,1.0,1,0,-,False,False,1.0000000000000016,1.0,0.0
take out on,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
seafront,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000027,1.0,0.0
forbidding,1,1,mon,5,0.15384615384615385,1,0,abs,False,False,0.39444884506664213,0.15384615384615385,4.230769230769231
- handed,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
crofter,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0
adulthood,0,0,oov,2,0.3076923076923077,0,0,abs,False,False,OOWN,0.3076923076923077,1.3846153846153846
farmstead,0,0,oov,2,0.11764705882352941,1,0,abs-conc,False,False,OOV/OOW,0.11764705882352941,1.7647058823529411
penguin,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0
fatigue,2,5,homonyms_only_different_pos,6,0.19047619047619047,4,0,abs,ooc,False,0.3574216139408421,0.34374108617806104,3.937553482931634
Euro -,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,
mega -,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
loathsome,1,1,mon,2,None,1,0,-,ooc,False,OOV/OOW,,
live birth,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
gymnasium,1,2,poly,2,0.11764705882352941,1,0,abs-conc,ooc,False,0.40792725774738076,0.11764705882352941,1.7647058823529411
laudatory,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000004,1.0,0.0
nicotine-stained,0,0,oov,0,None,0,0,-,False,False,OOWN,,
effervesce,1,2,poly,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
British Museum,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,
proceeds,1,1,mon,6,0.2222222222222222,0,0,abs,ooc,False,OOV/OOW,0.28888888888888886,4.266666666666667
seagull,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0
stonecutter,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0
brochure,1,1,mon,1,1.0,0,0,conc,False,False,0.695616696883294,1.0,0.0
attar,1,1,mon,1,1.0,0,0,abs,ooc,False,0.37789026097294465,1.0,0.0
hunt out,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
bugbear,1,1,mon,2,0.47058823529411764,2,0,abs,ooc,False,0.16162219189141513,0.47058823529411764,1.0588235294117647
outface,1,2,poly,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
anti-colonialist,0,0,oov,0,None,0,0,-,False,False,OOWN,,
pugnacious,1,1,mon,2,None,1,0,-,ooc,False,OOV/OOW,,
tome,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000002,1.0,0.0
infant prodigy,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
suffragette,1,1,mon,1,0.9090909090909091,0,0,conc,ooc,False,1.0000000000000024,1.0,0.0
optional,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000016,1.0,0.0
voyage,2,2,homonyms_only_different_pos,3,0.8181818181818182,1,0,abs,False,False,OOV/OOW,0.8181818181818182,0.5454545454545453
musical box,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
joyriding,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0
quitter,1,1,mon,1,0.75,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0
sinew,1,2,poly,2,0.13333333333333333,1,0,abs-conc,ooc,False,0.23530162954033806,0.13333333333333333,1.7333333333333334
saltshaker,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
£2million,0,0,oov,0,None,0,0,-,False,False,OOWN,,
oak apple,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
matt,1,1,mon,2,None,0,0,abs,ooc,False,OOV/OOW,,
fasten on,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
kingly,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000004,1.0,0.0
locomotion,1,1,mon,2,0.26666666666666666,1,0,abs,ooc,False,OOV/OOW,0.26666666666666666,1.4666666666666668
late,2,10,homonyms_only_different_pos,11,None,6,0,-,False,False,0.15190990500069212,,
tintinnabulation,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
initiate,2,4,homonyms_only_different_pos,8,0.13333333333333333,3,4,abs-conc,True,False,0.0032652186005390415,0.27137686874528977,5.828985050037682
granite,1,1,mon,2,0.2222222222222222,1,0,abs,ooc,False,OOWN,0.2222222222222222,1.5555555555555556
perfume,2,4,homonyms_only_different_pos,4,0.1111111111111111,2,0,abs-conc,ooc,False,OOV/OOW,0.15555555555555556,3.3777777777777778
- roomed,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
toady,2,2,homonyms_only_different_pos,2,None,0,0,conc,ooc,False,OOV/OOW,,
diaper,1,2,poly,2,0.625,2,0,conc,ooc,False,OOWN,0.625,0.75
is,1,1,mon,13,0.13333333333333333,0,0,-,ooc,False,OOWN,0.38737907391753507,7.964072039072043
timeless,1,2,poly,1,1.0,0,0,-,False,False,1.0000000000000016,1.0,0.0
ton - up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
reiver,0,0,oov,0,None,0,0,-,False,False,OOWN,,
after,4,15,homonyms_only_different_pos,3,None,1,0,-,True,False,0.4860148696661146,,
deuce,1,7,poly,4,0.2222222222222222,3,0,abs,ooc,False,OOWN,0.24384531590413946,3.024618736383442
spot,3,24,homonyms_only_different_pos,20,0.10526315789473684,6,20,abs-conc,True,False,0.08245402261528657,0.2534796056278033,14.930407887443934
squashy,1,2,poly,3,None,1,0,-,ooc,False,OOV/OOW,,
doze away,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
emergency,1,1,mon,3,0.1111111111111111,1,4,abs-conc,False,False,OOV/OOW,0.17394179894179893,2.4781746031746033
kerb,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000004,1.0,0.0
matins,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000016,1.0,0.0
interlude,1,2,poly,3,0.26666666666666666,2,0,abs,ooc,False,OOWN,0.26666666666666666,2.2
nerissa,0,0,oov,0,None,0,0,-,False,False,OOWN,,
overleaf,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
littlewoods,0,0,oov,0,None,0,0,-,False,False,OOWN,,
dampierre-sur-boutonne,0,0,oov,0,None,0,0,-,False,False,OOWN,,
meal,2,3,homonyms_also_same_pos,3,0.13333333333333333,2,0,abs-conc,False,False,0.3300635335640343,0.326984126984127,2.019047619047619
terrify,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000004,1.0,0.0
marshy,1,2,poly,1,1.0,0,0,-,False,False,0.5841408521780659,1.0,0.0
dune,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0
tavern,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018,1.0,0.0
nicker,1,1,mon,2,None,0,0,abs,ooc,False,OOWN,,
betel nut,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
adman,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
kiosk,1,2,poly,1,1.0,0,0,conc,False,False,1.0000000000000016,1.0,0.0
boron,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000002,1.0,0.0
phantasmal,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
roux,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000007,1.0,0.0
Iranian,1,1,mon,3,0.13333333333333333,2,0,abs-conc,ooc,False,OOV/OOW,0.13333333333333333,2.6
acrimony,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000002,1.0,0.0
homogeneous,1,1,mon,1,1.0,0,0,-,ooc,False,0.7538666328810024,1.0,0.0
cream,3,11,homonyms_only_different_pos,8,0.125,6,7,abs-conc,False,False,OOV/OOW,0.23260073260073255,6.13919413919414
Kampuchea,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW,1.0,0.0
as if,1,5,poly,0,None,0,0,-,False,False,OOWN,,
arbitrate,1,2,poly,1,1.0,0,0,-,ooc,False,0.467145262595285,1.0,0.0
responsible,1,4,poly,3,None,1,0,-,True,False,OOV/OOW,,
furrier,1,1,mon,2,None,0,0,conc,ooc,False,0.12715982586576058,,
- ive,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
motor scooter,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
colin,0,0,oov,0,None,0,0,-,False,False,OOWN,,
linkup,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000002,1.0,0.0
playing field,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
bill of rights,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
telephone exchange,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
regale with,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
cancellation,1,3,poly,2,0.2,1,0,abs,ooc,False,OOWN,0.2,1.6
modulate,1,3,poly,5,0.18181818181818182,2,3,-,ooc,False,OOWN,0.2736580086580086,3.631709956709957
brutality,1,2,poly,2,0.19047619047619047,0,0,abs,False,False,0.32115699001160836,0.19047619047619047,1.619047619047619
claustrophobia,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007,1.0,0.0
gewgaw,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
Italo -,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
freeholder,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000007,1.0,0.0
flywhisk,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
hypnotism,1,1,mon,1,1.0,0,0,abs,ooc,False,0.6949938458669118,1.0,0.0
expertly,0,0,oov,1,1.0,0,0,-,False,False,0.9999999999999999,1.0,0.0
letup,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
beachcomber,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0
fated,1,1,mon,3,0.2,0,0,-,ooc,False,0.13545330063953342,0.2,2.4000000000000004
golden rule,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
public assistance,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
feminine,1,2,poly,5,None,2,0,abs,ooc,False,0.3577618873097696,,
courier,1,2,poly,1,1.0,0,4,conc,ooc,False,0.6973839132170591,1.0,0.0
squabble,2,2,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,0.07681161048709631,,
boundary,1,3,poly,3,0.14285714285714285,2,3,abs-conc,True,False,OOWN,0.25274725274725274,2.241758241758242
splicer,1,1,mon,3,0.36363636363636365,0,0,conc,ooc,False,OOWN,0.4520391888812941,1.643882433356118
ashen,2,3,homonyms_also_same_pos,2,None,2,0,-,ooc,False,OOWN,,
Wisconsin,0,0,oov,2,0.23529411764705882,2,0,n,ooc,True,OOV/OOW,0.23529411764705882,1.5294117647058822
entangle,1,1,mon,2,0.15384615384615385,1,0,-,False,False,OOWN,0.15384615384615385,1.6923076923076923
C . O . D .,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
goings - on,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
cosmic ray,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
relaxant,0,0,oov,2,None,0,0,conc,False,False,OOWN,,
obliterate,1,1,mon,5,0.16666666666666666,1,3,-,ooc,False,OOV/OOW,0.21773689273689276,3.911315536315536
storm cloud,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
idle away,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
largely,1,2,poly,2,None,1,0,-,False,False,OOV/OOW,,
mire,2,6,homonyms_only_different_pos,7,0.14285714285714285,2,3,abs-conc,ooc,False,0.13503056990959156,0.24396485867074105,5.292245989304813
whatever,3,5,homonyms_only_different_pos,1,1.0,0,0,-,False,False,0.7088242430214861,1.0,0.0
promptness,1,1,mon,2,0.625,0,0,abs,ooc,False,OOV/OOW,0.625,0.75
toccata,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000009,1.0,0.0
practice,1,9,poly,10,0.2857142857142857,4,9,abs,True,False,0.17002759114336033,0.4996062271062273,5.003937728937727
bouncing,1,1,mon,10,0.2,2,0,abs,ooc,False,0.0824366963070057,0.27369614512471657,7.263038548752833
agoraphobic,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000002,1.0,0.0
fag end,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
can,3,19,homonyms_only_different_pos,8,0.11764705882352941,4,5,abs-conc,False,False,0.05428563535631172,0.26523255135387486,5.878139589169001
- wheeler,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
sluice,2,3,homonyms_only_different_pos,5,0.2,1,0,conc,ooc,False,OOV/OOW,0.22314814814814812,3.8842592592592595
phrenetic,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
afford,1,3,poly,4,0.25,2,4,-,True,False,OOWN,0.335978835978836,2.656084656084656
fanny,1,2,poly,2,0.6666666666666666,2,0,conc,False,False,0.11275427707757522,0.6666666666666666,0.6666666666666667
hippie,1,1,mon,1,1.0,0,0,conc,False,False,0.6171949175496326,1.0,0.0
puff pastry,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
tumbleweed,1,1,mon,4,0.7272727272727273,1,0,conc,ooc,False,OOV/OOW,0.774891774891775,0.9004329004329001
diatribe,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000024,1.0,0.0
force on,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
closed,1,3,poly,26,0.16666666666666666,2,0,-,False,False,OOV/OOW,0.2718402512520157,18.93215346744759
flout,1,1,mon,2,0.15384615384615385,2,0,-,ooc,False,OOWN,0.15384615384615385,1.6923076923076923
gentleman - at - arms,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
Frog,1,1,mon,4,0.42105263157894735,0,0,conc,ooc,False,OOV/OOW,0.4625199362041467,2.149920255183413
thine,2,2,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN,,
abstruse,1,1,mon,1,1.0,0,0,-,ooc,False,0.6363942545926718,1.0,0.0
safety curtain,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
malted milk,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
canyon,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000007,1.0,0.0
shrubbery,1,1,mon,2,0.15384615384615385,1,0,abs-conc,ooc,False,OOWN,0.15384615384615385,1.6923076923076923
fleapit,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
