word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities,av_cos_mon_synonyms_to_word,av_wup_sim,n_syns_wup_distance,wiki_frequency,wn_noun
hilly,1,1,mon,1,1.0,0,0,-,ooc,False,0.6470503903567104,1.0,0.0,7679,False
Nats,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
route march,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
soap,2,3,homonyms_only_different_pos,4,0.10526315789473684,1,0,abs-conc,ooc,False,0.1256850492627863,0.23032581453634082,3.0786967418546367,37061,True
sardonic,1,1,mon,1,1.0,0,0,-,False,False,1.0000000000000013,1.0,0.0,928,False
nuance,2,2,homonyms_only_different_pos,1,1.0,0,0,abs,ooc,False,1.0000000000000016,1.0,0.0,1114,True
dried - up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
Dutch cap,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
self - made,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
nicotine,1,2,poly,1,0.9090909090909091,0,0,abs,ooc,False,1.0000000000000013,1.0,0.0,2797,True
dry up,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
arrester wires,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
passionate,1,3,poly,1,1.0,0,0,-,False,False,1.0000000000000013,1.0,0.0,11462,False
amour,1,2,poly,1,1.0,0,0,abs,ooc,False,0.5997523094981767,1.0,0.0,1365,True
chivalry,1,4,poly,2,0.2222222222222222,1,0,abs,ooc,False,OOV/OOW,0.2222222222222222,1.5555555555555556,2203,True
time-consuming,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0,OOV,False
go back on,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
drugstore,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0,1215,True
ladybird,1,1,mon,1,1.0,0,0,conc,ooc,False,0.6231358128594521,1.0,0.0,634,True
hemline,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
move,2,24,homonyms_only_different_pos,21,0.18181818181818182,4,13,abs,True,False,0.11455550159534929,0.3991178429413721,12.618525298231186,216138,True
auditorium,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0,20500,True
rise against,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
mot juste,1,1,mon,0,None,0,0,-,False,False,OOWN,,,OOV,False
linotype,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,759,True
boldly,0,0,oov,1,1.0,0,0,-,True,False,1.000000000000001,1.0,0.0,2154,False
1123,0,0,oov,0,None,0,0,-,False,False,OOWN,,,976,False
pattern,2,7,homonyms_only_different_pos,10,0.125,7,8,abs-conc,True,False,OOV/OOW,0.3166600415586217,6.833399584413783,70025,True
plough,2,10,homonyms_only_different_pos,4,0.2222222222222222,2,0,conc-n,True,False,OOV/OOW,0.3611111111111111,2.5555555555555554,3398,True
Los Angeles Dodgers,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
close in,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
vortex,1,2,poly,2,0.25,1,0,abs,ooc,False,0.2155345201451427,0.25,1.5,4877,True
abbreviate,1,1,mon,2,0.2222222222222222,1,0,-,ooc,False,OOWN,0.2222222222222222,1.5555555555555556,220,False
skin - tight,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
feudatory,2,2,homonyms_only_different_pos,3,None,1,0,conc,ooc,False,0.4036268427476432,,,537,True
Lebanon,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW,1.0,0.0,OOV,True
tape measure,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
spirituality,1,1,mon,2,0.25,0,0,abs,ooc,False,0.32739274998029416,0.25,1.5,8136,True
shipwreck,2,3,homonyms_only_different_pos,7,0.09090909090909091,2,4,abs-conc,ooc,False,OOWN,0.24953292321713377,5.2532695374800635,3852,True
lavatory,1,3,poly,3,0.5555555555555556,1,0,conc,False,False,0.11823074253974082,0.6296296296296297,1.1111111111111112,898,True
invent,1,2,poly,2,0.5714285714285714,1,3,-,True,False,OOWN,0.5714285714285714,0.8571428571428572,2816,False
lumber,3,6,homonyms_also_same_pos,4,0.2,4,0,conc,False,False,OOV/OOW,0.3941176470588236,2.4235294117647057,16226,True
carbolic,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,225,False
caste,1,4,poly,4,0.3333333333333333,1,0,abs,ooc,False,OOWN,0.47222222222222227,2.1111111111111107,14286,True
drought,1,1,mon,2,0.3076923076923077,1,0,abs,ooc,False,OOWN,0.3076923076923077,1.3846153846153846,15103,True
favourite son,1,0,oov,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
weather - beaten,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
anger,2,2,homonyms_only_different_pos,5,0.2,2,4,abs,False,False,OOV/OOW,0.301984126984127,3.4900793650793647,20552,True
prankster,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000002,1.0,0.0,656,True
barbara,0,0,oov,0,None,0,0,-,False,False,OOWN,,,44754,False
bang away,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
sanguine,1,3,poly,3,None,1,0,abs,ooc,False,OOV/OOW,,,554,True
loyalty,1,2,poly,3,0.26666666666666666,1,0,abs,False,False,OOWN,0.3343101343101343,1.9970695970695973,22627,True
per capita,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
wisdom tooth,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
denominate,1,1,mon,1,0.5,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
old - fashioned,2,3,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
displease,1,1,mon,1,0.5,0,0,-,ooc,False,1.0000000000000013,1.0,0.0,141,False
l,1,3,poly,5,0.2222222222222222,1,0,abs,False,False,OOV/OOW,0.37527233115468417,3.1236383442265794,OOV,True
Munich Re,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
choosing,0,0,oov,3,0.2857142857142857,0,0,-,False,False,0.3749380250054034,0.33968253968253964,1.9809523809523812,19973,False
dinkum,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
prise out,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
brothel,1,1,mon,1,1.0,0,0,conc,False,False,0.5480975676013594,1.0,0.0,4303,True
dregs,1,2,poly,2,0.18181818181818182,0,0,abs-conc,ooc,False,OOV/OOW,0.18181818181818182,1.6363636363636362,424,True
shackle,2,4,homonyms_only_different_pos,4,0.6666666666666666,3,0,conc,ooc,False,OOWN,0.7083333333333333,1.166666666666667,368,True
right - minded,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
soft coal,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
blank verse,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
arbitrator,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0,1699,True
valuable,2,3,homonyms_only_different_pos,3,None,1,1,abs,ooc,False,OOV/OOW,,,43726,True
gap - toothed,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
drop out,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
bottomley,0,0,oov,0,None,0,0,-,False,False,OOWN,,,784,False
forgather,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
also - ran,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
awful,1,3,poly,7,None,3,0,-,False,False,0.31603850720801385,,,4366,False
precedent,1,3,poly,5,0.2857142857142857,1,0,abs,False,False,OOV/OOW,0.38522588522588525,3.073870573870574,9146,True
X,3,5,homonyms_only_different_pos,4,0.1111111111111111,3,0,abs-conc,ooc,False,OOV/OOW,0.15468409586056645,3.3812636165577343,OOV,True
University College London,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
mislay,1,1,mon,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0,OOV,False
mangy,1,3,poly,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
cac,0,0,oov,0,None,0,0,-,False,False,OOWN,,,1825,False
logbook,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007,1.0,0.0,456,True
patisserie,1,1,mon,1,0.8333333333333334,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0,200,True
mazurka,1,2,poly,2,0.2222222222222222,1,0,abs,ooc,False,OOWN,0.2222222222222222,1.5555555555555556,432,True
hold out on,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
pulse,3,9,homonyms_also_same_pos,7,0.11764705882352941,5,4,abs-conc,True,False,OOV/OOW,0.30248988484282596,4.882570806100219,16104,True
low - key,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
leading question,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
potter's wheel,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
pull together,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
bump,3,8,homonyms_only_different_pos,8,0.2222222222222222,4,6,abs,False,False,0.1246849174251003,0.2799145299145299,5.760683760683761,4359,True
say on,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
relieved,1,1,mon,13,0.13333333333333333,0,0,-,True,False,OOV/OOW,0.26598663962300323,9.542173684900957,17599,False
gargle,2,3,homonyms_only_different_pos,4,0.18181818181818182,2,0,abs,ooc,False,OOV/OOW,0.22424242424242424,3.103030303030303,OOV,True
hoss,0,0,oov,1,1.0,0,0,abs,False,False,0.03702921505603311,1.0,0.0,736,True
surgery,1,4,poly,4,0.09090909090909091,2,0,abs-conc,False,False,OOV/OOW,0.25505683400420237,2.9797726639831907,63060,True
bridget,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW,1.0,0.0,5465,True
fossilize,1,2,poly,2,0.16666666666666666,1,0,-,ooc,False,OOWN,0.16666666666666666,1.6666666666666667,124,False
horsewoman,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0,168,True
family man,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
at once,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
perturb,1,1,mon,4,0.2,1,0,-,ooc,False,OOV/OOW,0.30833333333333335,2.7666666666666666,183,False
pull - in,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
ejector,1,1,mon,2,0.47058823529411764,1,0,conc,ooc,False,OOV/OOW,0.47058823529411764,1.0588235294117647,779,True
dowry,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000002,1.0,0.0,4760,True
beer-stained,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
refit,2,2,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,OOWN,,,6578,True
Dipper,1,1,mon,5,0.32,2,0,conc-n,ooc,False,OOV/OOW,0.4707703856246056,2.646148071876972,OOV,True
tuesday,0,0,oov,1,1.0,0,0,abs,False,False,OOV/OOW,1.0,0.0,20837,True
open - minded,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
lowlander,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
omelette,0,0,oov,1,1.0,0,0,conc,False,False,0.7051541256817242,1.0,0.0,389,True
come out in,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
684.01,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
maintain,1,5,poly,10,0.2,7,5,-,True,False,OOV/OOW,0.3174426807760142,6.825573192239858,78746,False
presentation,1,3,poly,7,0.1111111111111111,3,5,abs-conc,False,False,OOWN,0.3385447341329694,4.630186861069213,35630,True
mouthful,1,3,poly,2,0.6666666666666666,1,0,abs,False,False,OOWN,0.6666666666666666,0.6666666666666667,302,True
first lieutenant,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
meddlesome,1,1,mon,1,1.0,0,0,-,ooc,False,0.6410378285809407,1.0,0.0,128,False
double - park,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
envelope,1,1,mon,6,0.11764705882352941,2,0,abs-conc,ooc,False,OOWN,0.33592903828197945,3.984425770308123,9117,True
nightingale,1,1,mon,2,0.46153846153846156,1,0,conc-n,ooc,False,OOV/OOW,0.46153846153846156,1.0769230769230769,4702,True
odalisque,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0,162,True
arcade,1,1,mon,2,0.625,1,0,conc,False,False,OOWN,0.625,0.75,24041,True
caudal,1,1,mon,4,None,1,0,-,ooc,False,0.5495972765160645,,,4243,False
cr *B3 che,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
interrogative,2,3,homonyms_only_different_pos,4,0.2857142857142857,2,0,abs,ooc,False,OOV/OOW,0.2857142857142857,2.857142857142857,938,True
vibration,1,3,poly,4,0.26666666666666666,2,0,abs,ooc,False,0.12379591044425933,0.345891690009337,2.616433239962652,7171,True
hard feelings,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
sling,3,9,homonyms_only_different_pos,9,0.16666666666666666,3,4,abs-conc,False,False,0.2782427268112223,0.3558796654626763,5.797083010835912,2230,True
county,1,3,poly,2,0.5714285714285714,1,1,conc,False,False,OOWN,0.5714285714285714,0.8571428571428572,1085224,True
youthful,1,2,poly,1,1.0,0,0,-,False,False,1.0000000000000024,1.0,0.0,5564,False
self-expression,0,0,oov,1,1.0,0,0,abs,False,False,OOV/OOW,1.0,0.0,OOV,True
ground floor,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
ponder,1,1,mon,1,1.0,0,1,-,ooc,False,1.0000000000000018,1.0,0.0,1595,False
khalif,1,1,mon,1,1.0,0,0,conc,ooc,False,0.4190237205909191,1.0,0.0,184,True
equitable,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000001,1.0,0.0,4826,False
rolling,1,2,poly,22,0.2,0,0,abs,True,False,0.0829675191067486,0.29371693121693104,15.538227513227518,55393,True
cymbal,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018,1.0,0.0,1468,True
cottontail,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0,1.0,0.0,590,True
remember to,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
exalted,1,2,poly,5,0.16666666666666666,0,0,-,ooc,False,0.13736394177256916,0.2728956228956229,3.635521885521885,2062,False
precaution,1,2,poly,3,0.2,1,0,abs,False,False,OOWN,0.23164983164983166,2.305050505050505,2036,True
royal jelly,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
penury,1,1,mon,1,1.0,0,0,abs,True,False,1.000000000000001,1.0,0.0,249,True
Road,1,2,poly,2,0.13333333333333333,0,0,abs-conc,ooc,False,OOWN,0.13333333333333333,1.7333333333333334,OOV,True
cretaceous,1,2,poly,3,None,1,0,n,ooc,False,OOV/OOW,,,10460,True
mortality,1,3,poly,2,0.2857142857142857,1,0,abs,ooc,False,OOV/OOW,0.2857142857142857,1.4285714285714286,16963,True
gratis,1,1,mon,2,None,0,0,-,ooc,False,OOV/OOW,,,390,False
nonskid,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
spooner,0,0,oov,0,None,0,0,-,False,False,OOWN,,,1890,False
heightened,0,0,oov,6,0.2,0,0,-,False,False,OOWN,0.37407407407407417,3.7555555555555546,5665,False
gluey,1,2,poly,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
handyman,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018,1.0,0.0,1161,True
scarlet fever,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
protean,1,1,mon,1,1.0,0,0,-,False,False,1.0000000000000016,1.0,0.0,185,False
supervene,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
peripatetic,1,1,mon,4,0.6,3,0,conc,ooc,False,OOV/OOW,0.6,1.6,648,True
syllabary,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000002,1.0,0.0,702,True
headstall,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
poly -,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
bring up,1,10,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
cantankerous,1,1,mon,2,None,1,0,-,ooc,False,OOV/OOW,,,433,False
penitentiary,1,1,mon,3,None,0,0,conc,ooc,False,0.1554672307843628,,,4940,True
coms,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,242,False
rubbing,1,1,mon,6,0.10526315789473684,1,0,abs-conc,ooc,False,OOWN,0.21416695333104,4.71499828001376,2330,True
incineration,0,0,oov,1,1.0,0,0,abs,False,False,1.0000000000000018,1.0,0.0,834,True
mix in,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
prison camp,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
towards,1,5,poly,0,None,0,0,-,True,False,OOWN,,,233999,False
formalin,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000002,1.0,0.0,240,True
gerrymander,1,1,mon,2,None,0,0,abs,ooc,False,OOWN,,,186,True
chimerical,1,1,mon,2,None,0,0,-,ooc,False,0.21632965168854074,,,100,False
card index,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
full - length,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
labour,2,8,homonyms_only_different_pos,7,0.14285714285714285,4,0,abs-conc,True,False,0.18723113171652747,0.24162257495590828,5.3086419753086425,117349,True
decoration,1,3,poly,3,0.13333333333333333,2,0,abs-conc,True,False,0.2949839980525675,0.17905982905982906,2.462820512820513,20595,True
sandwich course,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
ven,0,0,oov,0,None,0,0,-,False,False,OOWN,,,1672,False
moderator,1,4,poly,4,0.2857142857142857,2,0,conc,ooc,False,OOWN,0.4406593406593406,2.2373626373626374,4558,True
flowerpot,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018,1.0,0.0,164,True
slap down,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
barricaded,0,0,oov,4,0.75,0,0,-,True,False,OOV/OOW,0.75,1.0,1114,False
unctuous,1,2,poly,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
swell,3,10,homonyms_only_different_pos,11,0.13333333333333333,7,4,abs-conc,True,False,0.062166391451687245,0.22951968666254385,8.475283446712018,3516,True
silent partner,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
doom,2,4,homonyms_only_different_pos,4,0.2,1,3,abs,ooc,False,OOWN,0.35000000000000003,2.5999999999999996,13589,True
invasion,1,2,poly,3,0.42105263157894735,1,0,abs,False,False,OOWN,0.5399610136452241,1.3801169590643276,90117,True
millilitre,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
boxer,1,1,mon,4,0.5454545454545454,2,0,conc,ooc,False,0.40587655325466465,0.5727272727272726,1.7090909090909094,22829,True
perpetual motion,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
multiple,2,3,homonyms_only_different_pos,2,None,0,0,abs,False,False,OOWN,,,168794,True
fester,1,1,mon,2,None,0,0,abs,False,False,OOV/OOW,,,414,True
slacker,1,1,mon,4,None,0,0,conc,ooc,False,OOV/OOW,,,688,True
broadcloth,1,1,mon,2,0.8571428571428571,1,0,conc,ooc,False,OOWN,0.8571428571428571,0.2857142857142858,152,True
highborn,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
Confucian,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW,,,OOV,True
maxi,1,1,mon,2,None,0,0,conc,ooc,False,OOWN,,,4275,True
tissue,1,5,poly,3,0.3076923076923077,2,0,abs-conc,ooc,False,OOV/OOW,0.3076923076923077,2.0769230769230766,35180,True
resole,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
alex,0,0,oov,0,None,0,0,-,False,False,OOWN,,,58797,False
laissez - faire,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
saline,1,1,mon,2,None,0,0,abs,ooc,False,OOV/OOW,,,5247,True
creaky,1,1,mon,3,None,1,0,-,ooc,False,0.18941079187161242,,,269,False
data bank,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
farther,2,3,homonyms_only_different_pos,9,None,2,0,-,True,False,OOWN,,,12584,False
glassblower,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000004,1.0,0.0,121,True
redoubtable,1,1,mon,2,None,1,0,-,ooc,False,OOWN,,,231,False
subtl,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
nutcracker,1,1,mon,3,0.32,1,0,conc,ooc,False,0.14877639521209132,0.514074074074074,1.4577777777777778,2044,True
self-portrait,0,0,oov,1,1.0,0,0,conc,False,False,OOV/OOW,1.0,0.0,OOV,True
're,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
puke,2,2,homonyms_only_different_pos,3,0.26666666666666666,1,0,abs-conc,ooc,False,0.06904079352634983,0.26666666666666666,2.2,406,True
gilt - edged,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
aulnay,0,0,oov,0,None,0,0,-,False,False,OOWN,,,236,False
prompt box,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
ulterior,1,2,poly,3,None,1,0,-,ooc,False,OOWN,,,1057,False
repository,1,2,poly,3,0.38095238095238093,1,6,conc,ooc,False,0.29769093437858063,0.46903205726735137,1.5929038281979457,7124,True
approbation,1,2,poly,2,0.2857142857142857,1,0,abs,ooc,False,OOWN,0.2857142857142857,1.4285714285714286,789,True
stick with,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
ecclesiastical,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000018,1.0,0.0,21908,False
Comecon,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
against,1,8,poly,0,None,0,0,-,True,False,OOWN,,,1236099,False
technocracy,1,2,poly,1,1.0,0,0,abs,ooc,False,1.000000000000001,1.0,0.0,229,True
emanate from,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
deservedly,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000027,1.0,0.0,341,False
genuine,1,2,poly,3,None,1,0,-,False,False,0.13842225027074817,,,17085,False
heartless,1,1,mon,2,None,1,0,-,ooc,False,OOWN,,,1197,False
manage,1,4,poly,7,0.2,2,4,-,True,False,0.28129989912824044,0.31061980347694634,4.825661375661376,45380,False
forty-five,0,0,oov,2,None,0,0,conc,False,False,OOV/OOW,,,OOV,True
paperboy,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0,314,True
sloven,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
superintendent,1,2,poly,2,0.5217391304347826,1,0,conc,ooc,False,0.3938658655531498,0.5217391304347826,0.9565217391304348,27506,True
agreeable,1,2,poly,3,None,2,0,-,False,False,OOWN,,,1745,False
civilian,1,1,mon,2,None,0,0,conc,False,False,OOWN,,,54158,True
henley,0,0,oov,0,None,0,0,-,False,False,OOWN,,,7030,False
emery,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013,1.0,0.0,4597,True
siesta,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0,366,True
thrum,1,2,poly,4,0.2857142857142857,1,4,abs,ooc,False,OOWN,0.41269841269841273,2.349206349206349,220,True
whirligig,1,2,poly,3,0.5555555555555556,1,0,conc,ooc,False,OOV/OOW,0.5555555555555556,1.3333333333333333,172,True
denunciation,1,1,mon,1,1.0,0,0,abs,ooc,False,0.6528176512758181,1.0,0.0,1252,True
complex,2,6,homonyms_only_different_pos,5,0.125,3,0,abs-conc,False,False,OOV/OOW,0.21684472934472931,3.915776353276353,206861,True
dewlap,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0,188,True
slicker,1,2,poly,7,0.34782608695652173,1,0,conc,ooc,False,0.15808362866085193,0.43188405797101453,3.976811594202898,307,True
sinking fund,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
forbearance,1,1,mon,2,0.25,1,0,abs,ooc,False,OOV/OOW,0.25,1.5,340,True
froth,2,4,homonyms_only_different_pos,4,0.2,1,3,abs,ooc,False,OOV/OOW,0.2333333333333333,3.066666666666667,484,True
contained,1,1,mon,7,0.2,0,0,-,ooc,False,OOWN,0.28211640211640215,5.025185185185185,96999,False
trainee,1,1,mon,1,1.0,0,0,conc,False,False,1.0000000000000013,1.0,0.0,5428,True
null,1,1,mon,2,None,0,0,abs,ooc,False,0.07841786187755248,,,7725,True
phrenology,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000004,1.0,0.0,495,True
england,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW,1.0,0.0,479651,True
leonine,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013,1.0,0.0,282,False
remand home,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
sunday,0,0,oov,2,0.10526315789473684,0,1,abs-n,False,False,OOV/OOW,0.10526315789473684,1.7894736842105263,100144,True
Austronesian peoples,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
mellifluous,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000001,1.0,0.0,178,False
fuck off,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
invertebrate,1,1,mon,2,None,0,0,conc,ooc,False,OOWN,,,2177,True
section,2,10,homonyms_only_different_pos,15,0.1111111111111111,5,13,abs-conc,True,False,OOV/OOW,0.2546713030408127,11.179930454387808,291292,True
context,1,2,poly,2,0.2857142857142857,1,0,abs,True,False,OOV/OOW,0.2857142857142857,1.4285714285714286,67161,True
exponential,1,2,poly,2,None,0,0,abs,ooc,False,OOV/OOW,,,5903,True
picnicker,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
tie together,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
screech,2,4,homonyms_only_different_pos,4,0.2222222222222222,2,0,abs,True,False,OOV/OOW,0.24444444444444444,3.022222222222222,797,True
whites,1,1,mon,13,0.1111111111111111,0,0,abs-conc-n,ooc,False,0.16954274673678107,0.3786034901500703,8.078154628049086,24871,True
driven,0,0,oov,25,0.11764705882352941,1,0,-,True,False,OOV/OOW,0.23803771137613755,19.04905721559656,67126,False
prayer rug,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
inglenook,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000007,1.0,0.0,172,True
three-course,0,0,oov,0,None,0,0,-,True,False,OOWN,,,OOV,False
supposing,1,1,mon,5,0.11764705882352941,0,0,-,ooc,False,0.14024352622855868,0.31577985739750447,3.4211007130124775,565,False
