word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities,av_cos_mon_synonyms_to_word
one - way,1,3,poly,0,None,0,0,-,ooc,False,OOWN
bonds,1,1,mon,14,0.10526315789473684,0,0,abs-conc-n,ooc,False,OOV/OOW
Eli Manning,0,0,oov,0,None,0,0,-,ooc,True,OOWN
magus,1,2,poly,2,0.5714285714285714,1,0,conc,ooc,False,OOWN
per diem,1,1,mon,0,None,0,0,-,ooc,False,OOWN
wicker,1,1,mon,2,0.23529411764705882,1,0,abs-conc,ooc,False,OOV/OOW
pontecorvo,0,0,oov,0,None,0,0,-,False,False,OOWN
smooch,2,2,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,OOWN
digestion,1,1,mon,3,0.14285714285714285,1,0,abs-conc,ooc,False,OOWN
droppings,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000002
perforation,1,2,poly,3,0.125,1,0,abs-conc,ooc,False,OOWN
there,3,12,homonyms_also_same_pos,4,None,1,0,conc,True,False,0.06769651171934722
haze,3,5,homonyms_also_same_pos,4,0.1111111111111111,3,0,abs-conc,ooc,False,OOWN
wind gauge,1,1,mon,0,None,0,0,-,ooc,False,OOWN
om,0,0,oov,0,None,0,0,-,False,False,OOWN
scornful,0,0,oov,1,1.0,0,0,-,False,False,0.650851467768859
plaguey,1,1,mon,3,None,0,0,-,ooc,False,OOV/OOW
hot stuff,1,2,poly,0,None,0,0,-,ooc,False,OOWN
prenatal,1,1,mon,1,1.0,0,0,-,ooc,False,0.7190479410036535
exigency,1,1,mon,2,0.23529411764705882,1,0,abs,ooc,False,OOWN
end up,1,1,mon,0,None,0,0,-,ooc,False,OOWN
last judgment,1,1,mon,0,None,0,0,-,ooc,False,OOWN
pictures,1,2,poly,12,0.1111111111111111,0,0,abs-conc,ooc,False,0.39475373095595023
yearning,1,1,mon,4,0.25,0,0,abs,ooc,False,OOV/OOW
upset,3,9,homonyms_only_different_pos,17,0.10526315789473684,6,13,abs-conc,True,False,OOV/OOW
carpaneto,0,0,oov,0,None,0,0,-,False,False,OOWN
relay,3,6,homonyms_only_different_pos,7,0.09523809523809523,3,3,abs-conc,ooc,False,OOV/OOW
squid,1,1,mon,2,0.21052631578947367,1,0,conc,ooc,False,0.2326115408378808
giblets,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW
almost,1,1,mon,1,1.0,0,0,-,False,False,1.0000000000000007
brandy,2,3,homonyms_only_different_pos,1,1.0,0,0,abs,False,False,1.0000000000000013
allotment,1,3,poly,2,0.2857142857142857,2,0,abs,ooc,False,0.20123695641975706
snake,2,5,homonyms_only_different_pos,8,0.21052631578947367,4,3,conc-n,False,False,0.18519110764467797
controlled,0,0,oov,9,0.18181818181818182,0,0,-,True,False,OOV/OOW
remark,2,3,homonyms_only_different_pos,4,0.26666666666666666,2,4,abs,False,False,OOWN
somnambulism,1,1,mon,1,0.9090909090909091,0,0,abs,ooc,False,OOV/OOW
cognac,1,1,mon,1,1.0,0,0,abs,False,False,OOV/OOW
cherish,1,2,poly,1,1.0,0,0,-,False,False,1.0000000000000004
old man,1,3,poly,0,None,0,0,-,ooc,False,OOWN
Ms,1,1,mon,11,0.10526315789473684,1,0,abs-n,ooc,False,OOV/OOW
wall - to - wall,1,1,mon,0,None,0,0,-,ooc,False,OOWN
nervously,0,0,oov,2,None,0,0,-,False,False,OOWN
calcium carbide,1,1,mon,0,None,0,0,-,ooc,False,OOWN
thole,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000016
integrate,1,2,poly,4,0.2,3,4,-,True,False,0.3094493099502952
innovative,0,0,oov,2,None,1,0,-,False,False,OOV/OOW
phase in,1,1,mon,0,None,0,0,-,ooc,False,OOWN
incomparable,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009
Germany,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW
geniality,1,2,poly,1,1.0,0,0,abs,ooc,False,OOV/OOW
principal parts,1,1,mon,0,None,0,0,-,ooc,False,OOWN
studio audience,1,1,mon,0,None,0,0,-,ooc,False,OOWN
gentian,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009
rebecca,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW
thorough,1,3,poly,2,None,1,0,-,ooc,False,0.4255639981908313
sixes,0,0,oov,2,0.2222222222222222,0,0,abs,False,False,OOV/OOW
market research,1,1,mon,0,None,0,0,-,ooc,False,OOWN
serviceable,1,2,poly,3,None,2,0,-,ooc,False,OOWN
mawkish,1,1,mon,1,1.0,0,0,-,ooc,False,0.4866676075118974
blueprint,1,1,mon,3,0.11764705882352941,1,3,abs-conc,ooc,False,OOWN
move down,1,1,mon,0,None,0,0,-,ooc,False,OOWN
work force,1,1,mon,0,None,0,0,-,ooc,False,OOWN
sepoy,1,1,mon,0,None,0,0,-,ooc,False,OOWN
enfant terrible,1,2,poly,0,None,0,0,-,ooc,False,OOWN
benefit,2,5,homonyms_only_different_pos,5,0.23529411764705882,4,8,abs,False,False,OOV/OOW
secluded,1,1,mon,3,None,1,0,-,ooc,False,OOV/OOW
France,0,0,oov,2,0.3157894736842105,0,0,n,ooc,True,OOV/OOW
chlorinate,1,1,mon,2,0.2,1,0,-,ooc,False,OOWN
gen,1,1,mon,1,1.0,0,1,abs,ooc,False,1.000000000000001
scarcity,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000001
square - rigged,1,1,mon,0,None,0,0,-,ooc,False,OOWN
gloomy,1,2,poly,3,None,2,0,-,ooc,False,0.2679601331339252
coach,2,9,homonyms_only_different_pos,7,0.14285714285714285,4,10,conc,True,False,0.1517912415039025
parterre,1,2,poly,2,0.1111111111111111,2,0,abs-conc,ooc,False,OOV/OOW
follow through,1,2,poly,0,None,0,0,-,ooc,False,OOWN
godless,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013
rotten borough,1,1,mon,0,None,0,0,-,ooc,False,OOWN
bandage,2,2,homonyms_only_different_pos,3,0.2222222222222222,1,0,conc,ooc,False,OOWN
occupational,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000016
oblivion,1,2,poly,2,0.42105263157894735,1,0,abs,False,False,OOV/OOW
tyrannical,1,1,mon,2,None,1,0,-,ooc,False,OOV/OOW
spruce,3,4,homonyms_only_different_pos,5,0.19047619047619047,3,0,abs-conc,ooc,False,0.024714895453004333
disjointed,1,1,mon,7,0.25,1,0,-,ooc,False,0.11287761911227469
prize ring,1,1,mon,0,None,0,0,-,ooc,False,OOWN
goosestep,1,1,mon,0,None,0,0,-,ooc,False,OOWN
Scotland Yard,1,1,mon,0,None,0,0,-,ooc,False,OOWN
perspective,1,3,poly,2,0.3076923076923077,2,4,abs,ooc,False,OOV/OOW
wonted,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
regress,1,1,mon,6,0.2,4,0,abs,ooc,False,OOV/OOW
desertion,1,1,mon,2,0.6666666666666666,0,0,abs,ooc,False,OOWN
capitalist,2,5,homonyms_only_different_pos,4,0.6666666666666666,2,0,conc,False,False,OOWN
argue,1,6,poly,3,0.16666666666666666,3,4,-,True,False,OOWN
evil,2,5,homonyms_only_different_pos,6,0.26666666666666666,2,0,abs,True,False,0.3271358096003811
pajamas,1,1,mon,2,0.7619047619047619,0,0,conc,ooc,False,OOV/OOW
tsar,1,1,mon,1,0.8461538461538461,0,0,conc,ooc,False,0.7185393016762487
boil down,1,1,mon,0,None,0,0,-,ooc,False,OOWN
baronet,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000002
nodding acquaintance,1,2,poly,0,None,0,0,-,ooc,False,OOWN
Molotov cocktail,1,1,mon,0,None,0,0,-,ooc,False,OOWN
training,1,4,poly,13,0.14285714285714285,1,3,abs,True,False,OOV/OOW
meander,1,2,poly,3,0.21052631578947367,1,0,abs,ooc,False,OOWN
ratify,1,1,mon,1,1.0,0,1,-,ooc,False,1.0000000000000007
tyranny,1,4,poly,2,0.2857142857142857,1,0,abs,ooc,False,0.32205486634824815
tenuous,1,2,poly,3,None,1,0,-,ooc,False,OOWN
sal volatile,1,1,mon,0,None,0,0,-,ooc,False,OOWN
Weston,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW
run to,1,3,poly,0,None,0,0,-,ooc,False,OOWN
lovable,1,2,poly,1,1.0,0,0,-,ooc,False,0.6605323583289141
gudgeon,1,2,poly,2,0.7878787878787878,1,0,conc,ooc,False,0.327774166892644
elaborate,2,2,homonyms_only_different_pos,6,0.16666666666666666,3,3,-,False,False,OOV/OOW
toss for,1,1,mon,0,None,0,0,-,ooc,False,OOWN
travelogue,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000002
pie,1,5,poly,2,0.13333333333333333,1,0,abs-conc,False,False,OOV/OOW
shockproof,1,1,mon,0,None,0,0,-,ooc,False,OOWN
croydon,0,0,oov,0,None,0,0,-,False,False,OOWN
dog - eat - dog,1,1,mon,0,None,0,0,-,ooc,False,OOWN
put - off,1,1,mon,0,None,0,0,-,ooc,False,OOWN
Hinduism,1,1,mon,2,0.25,2,0,abs,ooc,False,OOWN
carboniferous,1,1,mon,3,None,2,0,n,ooc,False,0.2871515598729286
minute gun,1,1,mon,0,None,0,0,-,ooc,False,OOWN
farrow,2,2,homonyms_only_different_pos,2,None,0,0,conc,ooc,False,OOWN
Oscar,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW
maturity,1,1,mon,3,0.3333333333333333,1,4,abs,False,False,OOV/OOW
vigil,1,2,poly,3,0.21052631578947367,2,0,abs,ooc,False,OOWN
camisole,1,1,mon,2,0.7272727272727273,1,0,conc,ooc,False,OOV/OOW
transgress,1,3,poly,4,0.16666666666666666,2,0,-,ooc,False,OOV/OOW
amuck,1,1,mon,3,None,1,0,-,ooc,False,OOV/OOW
founder member,1,1,mon,0,None,0,0,-,ooc,False,OOWN
flirtatious,1,2,poly,1,1.0,0,0,-,False,False,0.6586547679597639
fisticuffs,1,1,mon,2,0.5263157894736842,1,0,abs,ooc,False,0.18881491413170673
bobby,1,1,mon,1,1.0,0,0,conc,False,False,1.0000000000000009
Europe,0,0,oov,3,0.13333333333333333,0,0,abs-n,ooc,True,OOV/OOW
in search of,0,0,oov,0,None,0,0,-,True,False,OOWN
pip,5,10,homonyms_also_same_pos,8,0.08695652173913043,5,0,abs-conc,ooc,False,OOV/OOW
complementary angles,1,1,mon,0,None,0,0,-,ooc,False,OOWN
captive audience,1,1,mon,0,None,0,0,-,ooc,False,OOWN
certifiable,1,2,poly,2,None,1,0,-,ooc,False,OOWN
misgovern,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
run away,1,1,mon,0,None,0,0,-,ooc,False,OOWN
unfaithful,1,2,poly,4,None,1,0,-,ooc,False,0.21493808472979
lombardy,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW
eggcup,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
defeat,2,5,homonyms_only_different_pos,4,0.18181818181818182,2,8,abs,True,False,OOV/OOW
merino,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000024
shoot - out,1,1,mon,0,None,0,0,-,ooc,False,OOWN
amount,1,2,poly,7,0.25,2,8,abs,True,False,OOV/OOW
participate,1,1,mon,2,0.4,1,1,-,True,False,OOV/OOW
decapitate,1,1,mon,1,1.0,0,0,-,ooc,False,0.648196613354326
lash out,1,3,poly,0,None,0,0,-,ooc,False,OOWN
inbreeding,1,2,poly,1,1.0,0,0,conc,ooc,False,1.000000000000001
detailed,1,1,mon,3,0.14285714285714285,0,0,-,False,False,OOWN
amiss,2,5,homonyms_only_different_pos,4,None,1,0,-,ooc,False,0.05577492751593806
poppy,1,1,mon,1,1.0,0,0,conc,False,False,1.000000000000001
ip,0,0,oov,1,1.0,0,0,abs,False,False,0.17910420080041792
irrigate,1,2,poly,2,0.2857142857142857,2,3,-,ooc,False,OOWN
tinsel,1,2,poly,5,0.2,1,3,conc,ooc,False,OOWN
nor,1,3,poly,0,None,0,0,-,False,False,OOWN
fuss,2,9,homonyms_only_different_pos,6,0.21052631578947367,2,0,abs,False,False,0.06537003880336362
garbage truck,1,1,mon,0,None,0,0,-,ooc,False,OOWN
inning,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007
lay figure,1,1,mon,0,None,0,0,-,ooc,False,OOWN
chairperson,1,1,mon,1,1.0,0,0,conc,ooc,False,0.8112358308693962
ground cloth,1,1,mon,0,None,0,0,-,ooc,False,OOWN
housewarming,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000002
sober up,1,1,mon,0,None,0,0,-,ooc,False,OOWN
- water,1,2,poly,0,None,0,0,-,ooc,False,OOWN
vicinity,1,3,poly,1,1.0,0,0,conc,ooc,False,0.6778714688929321
hit on,1,1,mon,0,None,0,0,-,ooc,False,OOWN
mightily,1,2,poly,2,None,0,0,-,ooc,False,OOWN
hereafter,2,2,homonyms_only_different_pos,5,0.3333333333333333,2,0,abs,ooc,False,0.17471089496182396
acclaim,2,3,homonyms_only_different_pos,3,0.15384615384615385,1,3,abs,False,False,0.1684446794871701
endurance test,1,1,mon,0,None,0,0,-,ooc,False,OOWN
entrep *BC t,1,1,mon,0,None,0,0,-,ooc,False,OOWN
gantry,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001
loathing,1,1,mon,2,None,0,0,abs,ooc,False,0.1905526233278259
khan,1,1,mon,2,0.42105263157894735,2,0,conc,False,False,0.29608090886379146
multi-nat,0,0,oov,0,None,0,0,-,False,False,OOWN
broad-breasted,0,0,oov,0,None,0,0,-,True,False,OOWN
inexactitude,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW
fin de si *B3 cle,1,1,mon,0,None,0,0,-,ooc,False,OOWN
mangel - wurzel,1,1,mon,0,None,0,0,-,ooc,False,OOWN
oil - bearing,1,1,mon,0,None,0,0,-,ooc,False,OOWN
superfluity,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW
antirrhinum,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW
mutineer,1,1,mon,1,1.0,0,0,conc,False,False,1.000000000000001
Stars and Stripes,1,1,mon,0,None,0,0,-,ooc,False,OOWN
frontispiece,1,1,mon,2,0.8421052631578947,2,0,conc,ooc,False,OOWN
life buoy,1,1,mon,0,None,0,0,-,ooc,False,OOWN
mambo,1,1,mon,2,None,0,0,abs,ooc,False,OOWN
- phobic,1,1,mon,0,None,0,0,-,ooc,False,OOWN
jet - black,1,1,mon,0,None,0,0,-,ooc,False,OOWN
astronomer,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009
saurian,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW
throwaway,2,3,homonyms_only_different_pos,5,0.10526315789473684,2,0,abs-conc,ooc,False,0.09004007040148942
turtleneck,1,2,poly,1,0.9166666666666666,0,0,conc,ooc,False,1.0000000000000013
countless,1,1,mon,1,1.0,0,0,-,False,False,0.40011043604607127
deskwork,1,1,mon,0,None,0,0,-,ooc,False,OOWN
psephology,1,1,mon,1,1.0,0,0,abs,False,False,OOV/OOW
unsafe,0,0,oov,3,None,2,0,-,False,False,OOWN
let through,1,1,mon,0,None,0,0,-,ooc,False,OOWN
charlotte,1,1,mon,2,0.21052631578947367,1,1,conc-n,False,False,OOV/OOW
plantain,2,3,homonyms_also_same_pos,3,0.21052631578947367,2,0,conc,ooc,False,OOV/OOW
ineligible,1,1,mon,2,None,1,0,-,ooc,False,OOWN
syndicate,2,4,homonyms_only_different_pos,6,0.2222222222222222,2,8,abs,False,False,0.26264759980368846
boulder,1,1,mon,2,0.35294117647058826,1,0,conc-n,False,False,OOV/OOW
peg down,1,1,mon,0,None,0,0,-,ooc,False,OOWN
98,0,0,oov,1,1.0,0,0,-,False,False,1.0000000000000013
maidenhead,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000002
milanese,0,0,oov,2,None,0,0,conc,False,False,OOWN
ca,1,1,mon,2,0.23529411764705882,0,0,abs-n,ooc,False,0.2956044712065331
hangover,1,2,poly,3,0.11764705882352941,3,0,abs-conc,True,False,OOWN
Indian ink,1,1,mon,0,None,0,0,-,ooc,False,OOWN
tooth,1,4,poly,5,0.1111111111111111,2,0,abs-conc,False,False,OOWN
brush - off,1,1,mon,0,None,0,0,-,ooc,False,OOWN
prickly heat,1,1,mon,0,None,0,0,-,ooc,False,OOWN
unfathomable,1,1,mon,3,None,1,0,-,ooc,False,OOWN
incinerate,1,1,mon,2,0.2,1,0,-,ooc,False,OOWN
profiteer,2,2,homonyms_only_different_pos,2,None,0,0,conc,ooc,False,OOWN
exceed,1,2,poly,3,0.2857142857142857,1,1,-,True,False,0.2957438691025104
heel,2,17,homonyms_only_different_pos,11,0.18181818181818182,6,6,conc,False,False,OOV/OOW
pike,4,4,homonyms_also_same_pos,5,0.16666666666666666,2,0,conc,ooc,False,0.16015798392159108
post chaise,1,1,mon,0,None,0,0,-,ooc,False,OOWN
while,3,7,homonyms_only_different_pos,1,1.0,0,0,abs,False,False,1.0000000000000018
University of Yangon,0,0,oov,0,None,0,0,-,ooc,True,OOWN
modelling,0,0,oov,8,0.2,2,0,abs,True,False,OOV/OOW
ranee,1,0,oov,1,1.0,0,0,conc,ooc,False,0.625589167844413
viscera,1,2,poly,1,1.0,0,0,conc,ooc,False,0.502332588817423
roar down,1,1,mon,0,None,0,0,-,ooc,False,OOWN
verbal,2,7,homonyms_only_different_pos,6,None,1,0,-,False,False,OOWN
irreparable,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000002
cap .,1,1,mon,0,None,0,0,-,ooc,False,OOWN
stave,1,2,poly,5,0.10526315789473684,3,0,abs-conc,ooc,False,OOWN
nearside,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001
unconconscious,0,0,oov,0,None,0,0,-,False,False,OOWN
tiptoe,2,2,homonyms_only_different_pos,4,None,0,0,conc,ooc,False,OOV/OOW
hilary,0,0,oov,0,None,0,0,-,False,False,OOWN
memento,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000022
comptometer,1,1,mon,0,None,0,0,-,ooc,False,OOWN
intervention,1,1,mon,5,0.2857142857142857,1,4,abs,False,False,OOWN
playmate,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013
grab,2,4,homonyms_only_different_pos,8,0.11764705882352941,4,10,abs-conc,False,False,OOV/OOW
read up,1,1,mon,0,None,0,0,-,ooc,False,OOWN
livable,1,3,poly,1,1.0,0,0,-,ooc,False,0.6861004649518372
muttonchops,1,1,mon,0,None,0,0,-,ooc,False,OOWN
punctuate with,1,1,mon,0,None,0,0,-,ooc,False,OOWN
foot - fault,1,1,mon,0,None,0,0,-,ooc,False,OOWN
artificial insemination,1,1,mon,0,None,0,0,-,ooc,False,OOWN
right - hand,1,4,poly,0,None,0,0,-,ooc,False,OOWN
persona non grata,1,1,mon,0,None,0,0,-,ooc,False,OOWN
exceptionable,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
above - mentioned,1,1,mon,0,None,0,0,-,ooc,False,OOWN
tutu,1,1,mon,2,0.34782608695652173,1,0,conc-n,ooc,False,OOV/OOW
warm,4,11,homonyms_only_different_pos,13,0.3333333333333333,4,5,-,True,False,0.2718742884389123
foreplay,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000007
lily - livered,1,1,mon,0,None,0,0,-,ooc,False,OOWN
spin - dry,1,1,mon,0,None,0,0,-,ooc,False,OOWN
overridden,0,0,oov,4,0.16666666666666666,0,0,-,False,False,0.18325866172733798
outbuilding,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000007
breach of the peace,1,1,mon,0,None,0,0,-,ooc,False,OOWN
tonsorial,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
intervene,1,3,poly,3,0.25,2,3,-,ooc,False,OOWN
rag week,1,1,mon,0,None,0,0,-,ooc,False,OOWN
topic,1,1,mon,2,0.36363636363636365,1,1,abs,ooc,False,OOWN
an -,1,1,mon,0,None,0,0,-,ooc,False,OOWN
reissue,2,2,homonyms_only_different_pos,3,0.2222222222222222,1,0,conc,ooc,False,OOWN
flat rate,1,1,mon,0,None,0,0,-,ooc,False,OOWN
existing,1,1,mon,5,0.5,1,0,-,False,False,0.08309180398542879
forbear,2,3,homonyms_only_different_pos,3,0.4,1,0,conc,ooc,False,0.06333927678043244
statics,1,1,mon,3,0.21052631578947367,0,0,abs,ooc,False,0.1406717380909163
reminiscence,1,1,mon,2,0.5,1,0,abs,ooc,False,OOWN
floating bridge,1,1,mon,0,None,0,0,-,ooc,False,OOWN
debenture,1,1,mon,2,0.7777777777777778,1,0,abs,ooc,False,OOV/OOW
overplay,1,2,poly,1,1.0,0,0,-,ooc,False,OOV/OOW
satrap,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018
shellac,2,3,homonyms_only_different_pos,3,0.2222222222222222,1,0,abs-conc,ooc,False,OOV/OOW
grown,1,2,poly,11,0.18181818181818182,0,0,-,ooc,False,OOV/OOW
darkness,0,0,oov,6,0.125,1,0,abs-conc,True,False,OOV/OOW
ruddy-brown,0,0,oov,0,None,0,0,-,False,False,OOWN
asymmetric,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000002
anti - Semitism,1,1,mon,0,None,0,0,-,ooc,False,OOWN
housemother,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
membranous,1,1,mon,2,None,0,0,-,ooc,False,OOV/OOW
calisthenics,1,1,mon,2,0.631578947368421,1,0,abs,ooc,False,OOWN
caret,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000009
pen - and - ink,1,1,mon,0,None,0,0,-,ooc,False,OOWN
pronounced,1,2,poly,3,0.2857142857142857,1,0,-,ooc,False,OOV/OOW
rip - off,1,2,poly,0,None,0,0,-,ooc,False,OOWN
jog,2,8,homonyms_only_different_pos,9,0.10526315789473684,3,5,abs,True,False,OOV/OOW
gratifying,1,1,mon,4,0.2857142857142857,0,0,-,ooc,False,0.30073815387327707
distinguished,1,1,mon,7,0.15384615384615385,1,0,-,False,False,0.1663297125204567
fed,1,1,mon,13,0.1111111111111111,0,0,abs-conc,ooc,False,OOV/OOW
molt,1,1,mon,2,None,0,0,conc,ooc,False,0.4185430126239281
sell out,1,3,poly,0,None,0,0,-,ooc,False,OOWN
nightmarish,0,0,oov,1,1.0,0,0,-,False,False,1.0000000000000016
signify,1,3,poly,3,0.16666666666666666,1,1,-,False,False,OOWN
tweed,1,1,mon,2,0.5882352941176471,1,0,conc,False,False,OOWN
mistrial,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000009
New York Knicks,0,0,oov,0,None,0,0,-,ooc,True,OOWN
diplomatic relations,1,1,mon,0,None,0,0,-,ooc,False,OOWN
smut,2,4,homonyms_only_different_pos,9,0.1,4,4,abs-conc,ooc,False,0.18867145775304306
weigh on,1,1,mon,0,None,0,0,-,ooc,False,OOWN
reduce,1,3,poly,20,0.125,5,7,-,True,False,OOV/OOW
heavy hydrogen,1,1,mon,0,None,0,0,-,ooc,False,OOWN
free speech,1,1,mon,0,None,0,0,-,ooc,False,OOWN
london,0,0,oov,2,0.3,0,0,n,False,False,OOV/OOW
ceiling,1,4,poly,4,0.09090909090909091,3,0,abs-conc,True,False,OOWN
Pharisee,1,1,mon,2,0.631578947368421,1,0,conc,ooc,False,OOWN
sedition,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007
dist .,1,2,poly,0,None,0,0,-,ooc,False,OOWN
right hand,1,2,poly,0,None,0,0,-,ooc,False,OOWN
quiet,3,7,homonyms_only_different_pos,13,0.10526315789473684,4,3,abs-conc,True,False,OOV/OOW
vera,0,0,oov,0,None,0,0,-,False,False,OOWN
genuflect,1,1,mon,2,0.75,1,0,-,ooc,False,OOWN
quarters,1,2,poly,19,0.08695652173913043,0,0,abs-conc,ooc,False,OOV/OOW
retaliation,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000013
true up,1,1,mon,0,None,0,0,-,ooc,False,OOWN
tonally,0,0,oov,0,None,0,0,-,True,False,OOWN
masque,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000018
beast,1,3,poly,2,0.6666666666666666,1,0,conc,ooc,False,OOV/OOW
electrician,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000004
histology,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000009
colander,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000002
drake,1,1,mon,2,0.48,1,0,conc-n,ooc,False,OOV/OOW
golden handshake,1,1,mon,0,None,0,0,-,ooc,False,OOWN
skid,2,5,homonyms_only_different_pos,7,0.10526315789473684,5,4,abs-conc,ooc,False,OOV/OOW
gab,1,2,poly,2,None,0,0,abs,ooc,False,OOV/OOW
pleurisy,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007
Zimbabwe,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW
private school,1,1,mon,0,None,0,0,-,ooc,False,OOWN
evangelical,1,1,mon,3,None,1,0,-,ooc,False,OOWN
man,3,24,homonyms_only_different_pos,13,0.2222222222222222,4,14,abs-conc-n,True,False,0.21044063312922745
Communist,1,1,mon,3,0.5714285714285714,0,0,conc,ooc,False,OOV/OOW
medlar,1,2,poly,4,0.3333333333333333,1,0,conc,ooc,False,OOV/OOW
gaze,2,2,homonyms_only_different_pos,2,None,0,0,abs,True,False,OOWN
trim,3,11,homonyms_only_different_pos,17,0.1,8,6,abs-conc,ooc,False,OOV/OOW
hire out,1,2,poly,0,None,0,0,-,ooc,False,OOWN
Trojan,1,1,mon,3,0.1111111111111111,1,0,abs-conc,ooc,False,OOV/OOW
Congo,0,0,oov,4,0.18181818181818182,0,0,conc-n,ooc,True,OOV/OOW
planchette,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
sideways,1,2,poly,5,None,1,0,-,False,False,OOV/OOW
ullage,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000018
notice,2,7,homonyms_only_different_pos,11,0.2222222222222222,4,9,abs,True,False,0.13905093472945038
profundity,1,2,poly,4,0.25,1,0,abs,ooc,False,OOV/OOW
imperfect,2,3,homonyms_only_different_pos,3,None,2,0,abs,ooc,False,OOV/OOW
complementary colours,1,1,mon,0,None,0,0,-,ooc,False,OOWN
dignified,1,1,mon,4,0.15384615384615385,1,0,-,False,False,OOV/OOW
hard cash,1,1,mon,0,None,0,0,-,ooc,False,OOWN
popularly,1,2,poly,1,1.0,0,0,-,False,False,1.0000000000000018
prime,3,12,homonyms_only_different_pos,12,0.21052631578947367,6,4,abs,True,False,0.02855305806622292
vice versa,1,1,mon,0,None,0,0,-,ooc,False,OOWN
come for,1,1,mon,0,None,0,0,-,ooc,False,OOWN
Hippocratic oath,1,1,mon,0,None,0,0,-,ooc,False,OOWN
lozenge,1,3,poly,2,0.42105263157894735,1,0,conc,ooc,False,OOWN
waiting room,1,1,mon,0,None,0,0,-,ooc,False,OOWN
peeling,0,0,oov,4,0.2222222222222222,0,0,conc,True,False,0.06723922724887152
curvature,1,2,poly,3,0.2222222222222222,1,0,abs,ooc,False,OOWN
minelayer,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013
undergraduate,1,1,mon,1,1.0,0,1,conc,False,False,0.7303746688799825
vulva,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000002
Samaritans,1,1,mon,1,1.0,0,0,conc,ooc,True,OOV/OOW
follow - on,1,1,mon,0,None,0,0,-,ooc,False,OOWN
wean from,1,1,mon,0,None,0,0,-,ooc,False,OOWN
