word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities
masai,0,0,oov,1,1.0,0,0,abs,False,False
tremendous,1,2,poly,3,None,1,0,-,False,False
lamppost,1,1,mon,1,1.0,0,0,conc,ooc,False
Georgian,1,4,poly,7,0.14285714285714285,7,0,abs-conc,ooc,False
losing,0,0,oov,11,0.2,0,0,-,True,False
gin,2,3,homonyms_also_same_pos,6,0.10526315789473684,5,0,abs-conc,False,False
ascription,1,1,mon,2,0.875,1,0,abs,ooc,False
occupied,0,0,oov,12,0.2222222222222222,0,0,-,False,False
alarmist,1,1,mon,1,1.0,0,0,conc,ooc,False
persisting,0,0,oov,4,0.25,0,0,-,True,False
frequency,1,3,poly,3,0.3076923076923077,1,0,abs,ooc,False
dandy,2,3,homonyms_only_different_pos,3,0.36363636363636365,1,0,conc,ooc,False
golden syrup,1,1,mon,0,None,0,0,-,ooc,False
preempt,1,4,poly,5,0.2222222222222222,0,0,abs,ooc,False
set off,1,5,poly,0,None,0,0,-,ooc,False
long-suffering,0,0,oov,2,None,0,0,abs,False,False
dude,1,2,poly,2,0.9,1,0,conc,ooc,False
flowerbed,1,1,mon,1,1.0,0,0,conc,ooc,False
pitchfork,2,2,homonyms_only_different_pos,2,None,0,0,conc,ooc,False
bath,2,8,homonyms_only_different_pos,7,0.1,2,0,abs-conc-n,False,False
masculinity,1,1,mon,2,0.46153846153846156,0,0,abs,ooc,False
fastness,1,2,poly,3,0.13333333333333333,2,0,abs-conc,ooc,False
ward off,1,1,mon,0,None,0,0,-,ooc,False
697m,0,0,oov,0,None,0,0,-,False,False
authorship,1,2,poly,2,0.47619047619047616,0,0,abs,ooc,False
while away,1,1,mon,0,None,0,0,-,ooc,False
top - flight,1,1,mon,0,None,0,0,-,ooc,False
trunk road,1,1,mon,0,None,0,0,-,ooc,False
badge,1,2,poly,3,0.4,1,0,abs,False,False
poky,1,1,mon,3,None,2,0,conc,False,False
fragrant,1,1,mon,1,1.0,0,0,-,ooc,False
reflector,1,1,mon,2,0.6363636363636364,1,0,conc,True,False
liquid paraffin,1,1,mon,0,None,0,0,-,ooc,False
founder,2,4,homonyms_only_different_pos,7,0.125,5,3,abs-conc,False,False
coercion,1,2,poly,2,0.625,0,0,abs,ooc,False
apostrophize,1,1,mon,1,1.0,0,0,-,ooc,False
retina,1,1,mon,1,1.0,0,0,conc,ooc,False
blether,1,1,mon,2,None,0,0,abs,ooc,False
reliable,1,1,mon,3,None,1,0,-,False,False
ballet,1,4,poly,2,0.2857142857142857,1,3,abs,ooc,False
pectic,1,1,mon,1,1.0,0,0,-,ooc,False
concise,1,1,mon,1,1.0,0,0,-,ooc,False
conversion,1,4,poly,9,0.2222222222222222,4,8,abs,False,False
sink in,1,2,poly,0,None,0,0,-,ooc,False
melancholy,2,3,homonyms_only_different_pos,5,0.25,2,0,abs,ooc,False
test case,1,1,mon,0,None,0,0,-,ooc,False
within,2,3,homonyms_only_different_pos,1,1.0,0,0,-,True,False
black and blue,1,1,mon,0,None,0,0,-,ooc,False
whose,1,2,poly,0,None,0,0,-,False,False
dustman,1,1,mon,1,1.0,0,0,conc,ooc,False
coat,2,6,homonyms_only_different_pos,6,0.2222222222222222,4,4,conc,True,False
threatening,0,0,oov,5,0.16666666666666666,1,0,-,False,False
shallop,1,1,mon,0,None,0,0,-,ooc,False
cold cream,1,1,mon,0,None,0,0,-,ooc,False
alleged,0,0,oov,3,None,1,0,-,False,False
witting,1,1,mon,2,None,1,0,-,ooc,False
ponytail,1,1,mon,1,1.0,0,0,conc,False,False
cram,1,4,poly,4,0.2,3,3,-,ooc,False
guidelines,1,1,mon,3,0.25,0,0,abs,ooc,False
adduce,1,1,mon,1,1.0,0,0,-,ooc,False
portmanteau word,1,1,mon,0,None,0,0,-,ooc,False
transfuse,1,1,mon,4,0.25,1,0,-,ooc,False
drawback,1,1,mon,1,1.0,0,3,abs,ooc,False
havvaher,0,0,oov,0,None,0,0,-,False,False
- ative,1,1,mon,0,None,0,0,-,ooc,False
corn flour,1,1,mon,0,None,0,0,-,ooc,False
dictum,1,2,poly,2,0.375,1,0,abs,ooc,False
comedy of manners,1,1,mon,0,None,0,0,-,ooc,False
popinjay,1,1,mon,2,0.5217391304347826,2,0,conc,ooc,False
quartermaster,1,2,poly,1,1.0,0,0,conc,ooc,False
submergence,1,1,mon,1,1.0,0,0,abs,ooc,False
strontium,1,1,mon,1,1.0,0,0,abs,ooc,False
uninterrupted,1,1,mon,2,None,1,0,-,ooc,False
councillor,1,1,mon,1,1.0,0,0,conc,False,False
rest home,1,1,mon,0,None,0,0,-,ooc,False
roughness,1,2,poly,7,0.09090909090909091,0,0,abs-conc,ooc,False
costly,1,2,poly,2,None,1,0,-,True,False
pelican,1,1,mon,1,1.0,0,0,conc,ooc,False
expose,1,7,poly,10,0.16666666666666666,2,4,abs,False,False
Western Australia,0,0,oov,0,None,0,0,-,ooc,True
administer,1,3,poly,5,0.18181818181818182,2,4,-,True,False
q,1,1,mon,1,1.0,0,0,abs,ooc,False
victim,1,3,poly,2,0.7058823529411765,1,5,conc,True,False
womanhood,1,2,poly,3,0.25,1,0,abs,ooc,False
exploiter,0,0,oov,1,1.0,0,0,conc,False,False
ruddy,2,3,homonyms_only_different_pos,2,None,1,0,-,ooc,False
upholstery,1,2,poly,2,0.125,1,0,abs-conc,ooc,False
electioneer,1,1,mon,1,1.0,0,0,-,ooc,False
boardroom,1,1,mon,1,1.0,0,0,conc,ooc,False
cypress,1,2,poly,2,0.19047619047619047,1,0,abs-conc,False,False
recite,1,3,poly,5,0.18181818181818182,1,3,-,ooc,False
fire alarm,1,2,poly,0,None,0,0,-,ooc,False
auld,0,0,oov,1,1.0,0,0,-,False,False
door,1,14,poly,5,0.09523809523809523,1,9,abs-conc,True,False
nonstop,1,2,poly,4,None,0,0,abs,ooc,False
lowbrow,1,1,mon,2,None,0,0,conc,ooc,False
25,0,0,oov,2,None,0,0,abs,False,False
insufferable,1,1,mon,1,1.0,0,0,-,ooc,False
entresol,1,1,mon,1,1.0,0,0,conc,ooc,False
ultimate,1,3,poly,3,None,2,0,abs,False,False
whoever,1,3,poly,0,None,0,0,-,False,False
brittain,0,0,oov,0,None,0,0,-,False,False
Hogmanay,1,1,mon,1,1.0,0,0,abs,ooc,False
euclidean,1,1,mon,1,1.0,0,0,-,ooc,False
male,2,4,homonyms_only_different_pos,6,0.3157894736842105,2,0,conc-n,True,False
drop in on,1,1,mon,0,None,0,0,-,ooc,False
swung,1,1,mon,13,0.15384615384615385,0,0,-,ooc,False
downtown,2,2,homonyms_only_different_pos,3,None,0,0,conc,ooc,False
somersault,2,2,homonyms_only_different_pos,2,None,0,0,abs,True,False
loo,1,1,mon,1,1.0,0,0,conc,ooc,False
technology,1,1,mon,2,0.35294117647058826,1,3,abs,False,False
dawdle away,1,1,mon,0,None,0,0,-,ooc,False
languor,1,3,poly,3,0.4,2,0,abs,ooc,False
captivate,1,1,mon,1,1.0,0,0,-,ooc,False
schnapps,1,1,mon,1,1.0,0,0,abs,ooc,False
palace,1,4,poly,4,0.10526315789473684,1,0,abs-conc,True,False
porpoise,1,1,mon,1,1.0,0,0,conc,ooc,False
story-reading,0,0,oov,0,None,0,0,-,False,False
privatise,0,0,oov,1,1.0,0,0,-,False,False
inamorata,1,1,mon,1,1.0,0,0,conc,ooc,False
tenderness,0,0,oov,5,0.23529411764705882,0,0,abs,True,False
peacock,1,3,poly,2,0.5185185185185185,1,0,conc,ooc,False
[formula],0,0,oov,0,None,0,0,-,True,False
contrariety,1,2,poly,1,1.0,0,0,abs,ooc,False
feudal,1,2,poly,1,1.0,0,0,-,ooc,False
peyote,1,1,mon,2,0.21052631578947367,1,0,conc,ooc,False
inorganic chemistry,1,1,mon,0,None,0,0,-,ooc,False
postcode,1,1,mon,1,1.0,0,1,abs,ooc,False
deficiency disease,1,1,mon,0,None,0,0,-,ooc,False
equalize,1,1,mon,2,0.2857142857142857,2,0,-,ooc,False
garage,2,3,homonyms_only_different_pos,3,0.5714285714285714,1,0,conc,False,False
Indo - European,1,2,poly,0,None,0,0,-,ooc,False
unbuckle,1,1,mon,1,1.0,0,0,-,ooc,False
cautious,1,1,mon,3,None,1,0,abs,False,False
cathartic,2,3,homonyms_only_different_pos,4,None,2,0,conc,ooc,False
debate,2,3,homonyms_only_different_pos,6,0.25,2,6,abs,False,False
half moon,1,2,poly,0,None,0,0,-,ooc,False
romantic,2,5,homonyms_only_different_pos,5,0.6,4,0,conc,False,False
noxious,1,2,poly,1,1.0,0,0,-,False,False
ponce,1,2,poly,2,0.6,0,0,conc,ooc,False
maraschino,1,2,poly,2,0.5555555555555556,1,0,abs-conc,ooc,False
round,5,35,homonyms_only_different_pos,25,0.09090909090909091,12,20,abs-conc,True,False
dropper,1,2,poly,1,1.0,0,0,conc,ooc,False
cowshed,1,1,mon,1,1.0,0,0,conc,ooc,False
cast-off,0,0,oov,1,1.0,0,0,-,False,False
postmaster,1,1,mon,1,1.0,0,0,conc,ooc,False
lagging,1,1,mon,5,0.18181818181818182,0,0,conc,ooc,False
propeller,1,1,mon,1,1.0,0,0,conc,ooc,False
leverington,0,0,oov,0,None,0,0,-,False,False
paperwork,1,1,mon,1,1.0,0,0,abs,False,False
assumption,1,2,poly,7,0.19047619047619047,4,5,abs,False,False
frier,1,1,mon,1,1.0,0,0,conc,ooc,False
Generation X,0,0,oov,0,None,0,0,-,ooc,True
show jumping,1,1,mon,0,None,0,0,-,ooc,False
clarify,1,2,poly,2,0.2,2,3,-,ooc,False
vociferate,1,1,mon,1,1.0,0,0,-,ooc,False
analogous,1,1,mon,2,None,1,0,-,ooc,False
right angle,1,1,mon,0,None,0,0,-,ooc,False
input,1,1,mon,5,0.16666666666666666,2,5,abs-conc,True,False
rash,2,5,homonyms_only_different_pos,4,0.25,3,0,abs,ooc,False
wheelhouse,1,1,mon,1,1.0,0,0,conc,False,False
nohow,1,1,mon,1,1.0,0,0,-,ooc,False
capriccio,1,1,mon,1,1.0,0,0,abs,ooc,False
aunt,1,2,poly,1,1.0,0,0,conc,False,False
believer,1,2,poly,2,0.631578947368421,1,0,conc,ooc,False
unsightly,1,1,mon,1,1.0,0,0,-,False,False
myxomatosis,1,1,mon,1,1.0,0,0,abs,ooc,False
diverge,1,1,mon,4,0.3333333333333333,2,3,-,ooc,False
winkle out,1,1,mon,0,None,0,0,-,ooc,False
absently,1,1,mon,1,1.0,0,0,-,ooc,False
everybody,1,1,mon,0,None,0,0,-,False,False
larusa,0,0,oov,0,None,0,0,-,False,False
disreputable,1,1,mon,1,1.0,0,0,-,ooc,False
escarpment,1,2,poly,2,0.4,1,0,conc,ooc,False
etymology,1,2,poly,2,0.2222222222222222,1,0,abs,ooc,False
turgid,1,2,poly,2,None,2,0,-,ooc,False
loan,2,5,homonyms_only_different_pos,3,0.42857142857142855,1,3,abs,ooc,False
annihilate,1,1,mon,1,1.0,0,0,-,ooc,False
cybernetics,1,1,mon,1,1.0,0,0,abs,ooc,False
discriminate from,1,1,mon,0,None,0,0,-,ooc,False
nonobservance,1,1,mon,1,1.0,0,0,abs,ooc,False
discharged bankrupt,1,1,mon,0,None,0,0,-,ooc,False
prelacy,1,2,poly,2,0.21052631578947367,1,0,abs,ooc,False
miry,1,1,mon,1,1.0,0,0,-,ooc,False
taskmaster,1,1,mon,1,1.0,0,0,conc,ooc,False
kit,1,3,poly,4,0.42105263157894735,2,0,conc,False,False
washy,1,3,poly,2,None,1,0,-,ooc,False
diplomatically,1,2,poly,1,1.0,0,0,-,False,False
books,1,5,poly,15,0.11764705882352941,0,0,abs-conc-n,ooc,False
guinea hen,1,2,poly,0,None,0,0,-,ooc,False
Romanesque,1,1,mon,1,1.0,0,0,abs,ooc,False
rubric,1,1,mon,7,0.21052631578947367,2,0,abs,ooc,False
teddy boy,1,1,mon,0,None,0,0,-,ooc,False
valet,2,4,homonyms_only_different_pos,2,None,0,0,conc,ooc,False
public corporation,1,1,mon,0,None,0,0,-,ooc,False
quadruple time,1,1,mon,0,None,0,0,-,ooc,False
disparage,1,1,mon,1,1.0,0,0,-,ooc,False
undisturbed,0,0,oov,1,1.0,1,0,-,False,False
self - reliant,1,1,mon,0,None,0,0,-,ooc,False
Pierre Lueders,0,0,oov,0,None,0,0,-,ooc,True
postpone,1,1,mon,1,1.0,0,1,-,True,False
fatherhood,1,1,mon,4,0.25,0,0,abs-n,ooc,False
UFO,1,1,mon,1,1.0,0,0,abs,ooc,False
rat - tat,1,1,mon,0,None,0,0,-,ooc,False
laburnum,1,1,mon,1,1.0,0,0,abs,ooc,False
quantity surveyor,1,1,mon,0,None,0,0,-,ooc,False
advocate,2,3,homonyms_only_different_pos,4,0.125,2,4,conc,True,False
seeing,1,1,mon,27,0.13333333333333333,1,0,abs,ooc,False
accomplice,1,1,mon,1,1.0,0,0,conc,ooc,False
vocative,1,1,mon,2,None,0,0,abs,ooc,False
burglar,1,1,mon,1,1.0,0,0,conc,False,False
photo-collage,0,0,oov,0,None,0,0,-,False,False
clambake,1,2,poly,1,1.0,0,0,conc,ooc,False
on -,1,2,poly,0,None,0,0,-,ooc,False
Venezuela,0,0,oov,1,1.0,0,0,n,ooc,True
fire drill,1,1,mon,0,None,0,0,-,ooc,False
rat - tailed,1,1,mon,0,None,0,0,-,ooc,False
bed down,1,2,poly,0,None,0,0,-,ooc,False
thick ear,1,1,mon,0,None,0,0,-,ooc,False
humiliate,1,1,mon,1,1.0,0,0,-,ooc,False
salford,0,0,oov,0,None,0,0,-,False,False
treasury bill,1,1,mon,0,None,0,0,-,ooc,False
accession,1,4,poly,7,0.13333333333333333,2,0,abs-conc,True,False
Ash Wednesday,1,1,mon,0,None,0,0,-,ooc,False
private soldier,1,1,mon,0,None,0,0,-,ooc,False
spatula,1,1,mon,2,0.6363636363636364,1,0,conc,ooc,False
january,0,0,oov,1,1.0,0,1,abs,False,False
awkwardly,0,0,oov,1,1.0,0,0,-,False,False
sympathise,0,0,oov,3,0.2222222222222222,0,0,-,False,False
cellarage,1,2,poly,2,0.1,1,0,abs-conc,ooc,False
marquee,1,1,mon,2,0.5263157894736842,2,0,conc,ooc,False
bubbly,2,3,homonyms_only_different_pos,3,None,2,0,abs,ooc,False
feces,1,1,mon,1,1.0,0,0,abs,ooc,False
solitary,2,6,homonyms_only_different_pos,7,0.13333333333333333,4,0,abs-conc,True,False
caesura,1,2,poly,2,0.3076923076923077,1,0,abs,ooc,False
rockery,1,1,mon,1,1.0,0,0,conc,ooc,False
h'm,1,1,mon,0,None,0,0,-,ooc,False
victoria plum,1,1,mon,0,None,0,0,-,ooc,False
period piece,1,2,poly,0,None,0,0,-,ooc,False
legionary,1,1,mon,1,1.0,0,0,conc,ooc,False
torment,2,4,homonyms_only_different_pos,9,0.16666666666666666,2,1,abs,False,False
bedroomed,0,0,oov,0,None,0,0,-,False,False
cylindrical,1,1,mon,1,1.0,0,0,-,False,False
philharmonic,1,1,mon,3,None,1,0,abs,ooc,False
incendiarism,1,1,mon,1,1.0,0,0,abs,ooc,False
temperature,1,3,poly,2,0.2857142857142857,1,0,abs,False,False
layman,1,2,poly,1,1.0,0,0,conc,ooc,False
hilarious,1,2,poly,1,1.0,0,0,-,False,False
guilt,1,4,poly,2,0.5333333333333333,1,0,abs,False,False
disrelish,2,2,homonyms_only_different_pos,0,None,0,0,-,ooc,False
astern,1,3,poly,3,None,1,0,-,ooc,False
foolish,1,2,poly,2,None,1,0,-,False,False
mantilla,1,1,mon,2,0.75,1,0,conc,ooc,False
cupbearer,1,1,mon,1,1.0,0,0,conc,ooc,False
lying - in,1,1,mon,0,None,0,0,-,ooc,False
let on,1,1,mon,0,None,0,0,-,ooc,False
stewardship,1,2,poly,1,1.0,0,0,abs,ooc,False
pinch,2,12,homonyms_only_different_pos,12,0.15384615384615385,3,5,abs,True,False
abominable,1,2,poly,2,None,1,0,-,ooc,False
filth,1,2,poly,4,0.25,1,0,abs,False,False
judgement,0,0,oov,7,0.25,1,0,abs,False,False
reside in,1,1,mon,0,None,0,0,-,ooc,False
jute,1,1,mon,2,0.25,1,0,abs-conc,ooc,False
run - of - the - mill,1,1,mon,0,None,0,0,-,ooc,False
driftnet,1,1,mon,0,None,0,0,-,ooc,False
prickly,1,3,poly,2,None,1,0,-,ooc,False
bed and board,1,1,mon,0,None,0,0,-,ooc,False
house of correction,1,1,mon,0,None,0,0,-,ooc,False
parricide,1,2,poly,2,0.1,1,0,abs-conc,ooc,False
fives,1,1,mon,4,0.2,0,0,abs,False,False
hermaphrodite,1,1,mon,2,None,0,0,conc,ooc,False
tell on,1,2,poly,0,None,0,0,-,ooc,False
America,0,0,oov,2,0.4,0,0,n,ooc,True
fluid ounce,1,1,mon,0,None,0,0,-,ooc,False
wakeham,0,0,oov,0,None,0,0,-,False,False
castellated,1,1,mon,1,1.0,0,0,-,ooc,False
scheme,2,5,homonyms_only_different_pos,7,0.25,3,3,abs,False,False
aphoristic,1,1,mon,2,None,0,0,-,ooc,False
gangster,1,1,mon,1,1.0,0,0,conc,ooc,False
dissatisfy,1,1,mon,1,1.0,0,0,-,ooc,False
piezoelectric,1,1,mon,1,1.0,0,0,-,ooc,False
64th-minute,0,0,oov,0,None,0,0,-,False,False
hawker,1,1,mon,2,0.5217391304347826,2,0,conc,ooc,False
penitent,2,3,homonyms_only_different_pos,2,None,0,0,conc,True,False
plumed,1,1,mon,9,0.15384615384615385,0,0,-,ooc,False
Pullman,1,3,poly,1,1.0,0,0,conc,ooc,False
miracle play,1,1,mon,0,None,0,0,-,ooc,False
Don Bradman,0,0,oov,0,None,0,0,-,ooc,True
brain drain,1,1,mon,0,None,0,0,-,ooc,False
instil,1,1,mon,1,1.0,0,0,-,False,False
manor house,1,1,mon,0,None,0,0,-,ooc,False
grand slam,1,2,poly,0,None,0,0,-,ooc,False
keel over,1,1,mon,0,None,0,0,-,ooc,False
stage manager,1,1,mon,0,None,0,0,-,ooc,False
3.3,0,0,oov,0,None,0,0,-,False,False
nitrochalk,1,1,mon,0,None,0,0,-,ooc,False
iconoclast,1,1,mon,2,0.5714285714285714,2,0,conc,ooc,False
pop up,1,1,mon,0,None,0,0,-,ooc,False
parthenogenesis,1,1,mon,2,0.8,1,0,conc,ooc,False
galley proof,1,1,mon,0,None,0,0,-,ooc,False
return match,1,1,mon,0,None,0,0,-,ooc,False
doggedly,0,0,oov,1,1.0,0,0,-,False,False
pedestrian precinct,1,1,mon,0,None,0,0,-,ooc,False
gracefully,0,0,oov,2,None,0,0,-,False,False
comics,1,2,poly,2,0.14285714285714285,0,0,abs-conc,ooc,False
decrease,2,3,homonyms_only_different_pos,6,0.15384615384615385,2,5,abs-conc,False,False
enfranchise,1,2,poly,2,0.2222222222222222,2,0,-,ooc,False
vaginal,1,1,mon,1,1.0,0,0,-,ooc,False
come off,2,7,homonyms_only_different_pos,0,None,0,0,-,ooc,False
collector's item,1,1,mon,0,None,0,0,-,ooc,False
gallows humour,1,1,mon,0,None,0,0,-,ooc,False
rattle on,1,1,mon,0,None,0,0,-,ooc,False
intricacy,1,2,poly,1,1.0,0,0,abs,ooc,False
theoretical,1,2,poly,2,None,1,0,-,ooc,False
handkerchief,1,2,poly,1,1.0,0,0,conc,False,False
kenny,0,0,oov,0,None,0,0,-,False,False
poorly off,1,2,poly,0,None,0,0,-,ooc,False
hard of hearing,1,1,mon,0,None,0,0,-,ooc,False
nonconductor,1,1,mon,1,1.0,0,0,abs,ooc,False
point-black,0,0,oov,0,None,0,0,-,True,False
curling,1,1,mon,7,0.2,0,0,abs,False,False
interested,1,2,poly,5,0.2857142857142857,1,0,-,False,False
taste,2,11,homonyms_only_different_pos,13,0.18181818181818182,5,12,abs,True,False
spectacular,2,2,homonyms_only_different_pos,4,None,1,0,abs,False,False
audit,2,2,homonyms_only_different_pos,4,0.2222222222222222,3,3,abs,False,False
lion,1,3,poly,4,0.2727272727272727,1,0,conc-n,False,False
rasping,0,0,oov,4,0.18181818181818182,0,0,abs,True,False
Galicians,0,0,oov,1,1.0,0,0,abs,ooc,True
today,2,4,homonyms_only_different_pos,4,0.3333333333333333,2,3,abs,True,False
tempest,1,1,mon,2,0.11764705882352941,1,0,abs-conc,ooc,False
saccharine,1,2,poly,1,1.0,0,0,-,ooc,False
lumpen,0,0,oov,1,1.0,0,0,-,True,False
glance,2,7,homonyms_only_different_pos,3,0.2857142857142857,2,3,abs,False,False
futurity,1,2,poly,2,0.46153846153846156,1,0,abs,ooc,False
thermometer,1,1,mon,1,1.0,0,0,conc,ooc,False
flagellate,1,1,mon,3,None,0,0,conc,ooc,False
cirque,1,1,mon,1,1.0,0,0,conc,ooc,False
invalidate,1,1,mon,4,0.15384615384615385,2,1,-,ooc,False
superannuated,1,2,poly,6,0.18181818181818182,0,0,-,ooc,False
bronchitis,1,1,mon,1,1.0,0,0,abs,ooc,False
white alloy,1,1,mon,0,None,0,0,-,ooc,False
attributive,2,3,homonyms_only_different_pos,1,1.0,0,0,-,ooc,False
bottomless,1,1,mon,4,None,1,0,-,ooc,False
phobia,1,1,mon,1,1.0,0,0,abs,ooc,False
engage in,1,2,poly,0,None,0,0,-,ooc,False
unrelievedly,0,0,oov,0,None,0,0,-,False,False
carnivore,1,2,poly,2,0.6666666666666666,1,3,conc,False,False
Chechnya,0,0,oov,1,1.0,0,0,n,ooc,True
entry visa,1,1,mon,0,None,0,0,-,ooc,False
flush out,1,1,mon,0,None,0,0,-,ooc,False
fraternity,1,4,poly,2,0.42857142857142855,1,5,abs,ooc,False
slept,1,1,mon,2,0.25,0,0,-,ooc,False
midair,1,1,mon,1,1.0,0,0,conc,ooc,False
elegiac,2,3,homonyms_only_different_pos,2,None,1,0,-,ooc,False
aorta,1,1,mon,1,1.0,0,0,conc,ooc,False
3.8,0,0,oov,0,None,0,0,-,False,False
away,2,12,homonyms_only_different_pos,14,None,6,0,-,True,False
ginger group,1,1,mon,0,None,0,0,-,ooc,False
mannerly,1,1,mon,1,1.0,0,0,-,ooc,False
ex - service,1,1,mon,0,None,0,0,-,ooc,False
flatiron,1,1,mon,1,1.0,0,0,conc,ooc,False
gore,3,3,homonyms_also_same_pos,6,0.08333333333333333,3,0,abs-conc-n,ooc,False
pilgrim,1,1,mon,3,0.5714285714285714,1,0,conc,False,False
sanctify,1,3,poly,2,0.25,1,0,-,ooc,False
botorok,0,0,oov,0,None,0,0,-,False,False
guinea fowl,1,1,mon,0,None,0,0,-,ooc,False
butterfingers,1,1,mon,1,1.0,0,0,conc,ooc,False
afterwards,1,1,mon,1,1.0,0,0,-,False,False
kilo,1,1,mon,1,1.0,0,0,abs,ooc,False
invention,1,2,poly,3,0.125,1,0,abs-conc,ooc,False
hold on,1,4,poly,0,None,0,0,-,ooc,False
mogul,1,1,mon,3,0.11764705882352941,2,0,abs-conc,ooc,False
combustion,1,2,poly,3,0.11764705882352941,1,0,abs-conc,ooc,False
december,0,0,oov,1,1.0,0,1,abs,False,False
at large,0,0,oov,0,None,0,0,-,False,False
poignancy,1,1,mon,2,0.4,0,0,abs,ooc,False
press cutting,1,1,mon,0,None,0,0,-,ooc,False
ensign,1,3,poly,3,0.32,2,0,abs-conc,ooc,False
sixth sense,1,1,mon,0,None,0,0,-,ooc,False
politically,0,0,oov,2,None,2,0,-,False,False
noblesse oblige,1,1,mon,0,None,0,0,-,ooc,False
round - trip,1,1,mon,0,None,0,0,-,ooc,False
lissom,1,1,mon,1,1.0,0,0,-,ooc,False
mercedes,0,0,oov,0,None,0,0,-,False,False
loosebox,1,1,mon,0,None,0,0,-,ooc,False
yardage,1,1,mon,1,1.0,0,0,abs,ooc,False
congruity,1,2,poly,1,1.0,0,0,abs,ooc,False
skilful,1,1,mon,1,1.0,0,0,-,ooc,False
wear away,1,1,mon,0,None,0,0,-,ooc,False
landslide,1,2,poly,2,0.5555555555555556,2,0,abs,ooc,False
usually,1,1,mon,1,1.0,0,0,-,False,False
microorganism,1,1,mon,1,1.0,0,0,conc,ooc,False
- figure,1,1,mon,0,None,0,0,-,ooc,False
navy,1,2,poly,3,0.2222222222222222,2,0,abs,False,False
stele,1,1,mon,2,0.5,2,0,conc,ooc,False
trundle,1,1,mon,3,0.5217391304347826,1,0,abs-conc,ooc,False
backlog,1,1,mon,4,0.10526315789473684,1,0,abs-conc,ooc,False
padre,1,2,poly,2,0.8333333333333334,1,0,abs-conc,ooc,False
importing,0,0,oov,4,0.14285714285714285,0,0,abs,True,False
pottage,1,1,mon,2,0.7777777777777778,1,0,conc,ooc,False
dirt road,1,1,mon,0,None,0,0,-,ooc,False
Alessandra Mussolini,0,0,oov,0,None,0,0,-,ooc,True
contrived,1,1,mon,5,0.25,1,0,-,False,False
included,1,1,mon,5,0.16666666666666666,0,0,-,ooc,False
hobnail,1,1,mon,2,None,0,0,conc,ooc,False
closely - knit,1,1,mon,0,None,0,0,-,ooc,False
secularize,1,2,poly,2,0.2857142857142857,0,0,-,ooc,False
pony,1,4,poly,5,0.07692307692307693,2,0,abs-conc,False,False
starveling,1,1,mon,1,1.0,0,0,conc,ooc,False
parent,1,4,poly,3,0.631578947368421,0,4,conc,False,False
absence of mind,1,1,mon,0,None,0,0,-,ooc,False
unleaded,0,0,oov,2,None,2,0,-,False,False
gate,1,5,poly,7,0.10526315789473684,4,0,abs-conc,False,False
head-up,0,0,oov,0,None,0,0,-,True,False
endear to,1,1,mon,0,None,0,0,-,ooc,False
pry,2,2,homonyms_also_same_pos,5,0.18181818181818182,1,4,conc,ooc,False
infamous,1,2,poly,1,1.0,0,0,-,ooc,False
CID,1,1,mon,1,1.0,0,0,abs,ooc,False
tincture,2,4,homonyms_only_different_pos,6,0.14285714285714285,3,0,abs-conc,ooc,False
fighting,0,0,oov,6,0.18181818181818182,0,0,abs,False,False
depopulate,1,1,mon,1,1.0,0,0,-,ooc,False
laudanum,1,1,mon,1,1.0,0,0,conc,ooc,False
mapping,1,1,mon,8,0.18181818181818182,1,0,abs,ooc,False
voltage,1,1,mon,2,0.875,1,0,conc,False,False
direction,1,4,poly,9,0.125,2,7,abs-conc,True,False
richness,1,1,mon,7,0.35294117647058826,0,0,abs,False,False
potty - trained,1,1,mon,0,None,0,0,-,ooc,False
madly,1,2,poly,3,None,1,0,-,ooc,False
extant,1,1,mon,1,1.0,0,0,-,ooc,False
overtone,1,2,poly,2,0.2222222222222222,2,0,abs,False,False
jobbery,1,1,mon,1,1.0,0,0,abs,ooc,False
speak,1,13,poly,5,0.25,2,8,-,True,False
regulo,1,1,mon,0,None,0,0,-,ooc,False
rill,1,1,mon,2,0.6666666666666666,1,0,conc,ooc,False
1.1,0,0,oov,0,None,0,0,-,False,False
higher,1,2,poly,9,None,2,0,-,ooc,False
grindstone,1,2,poly,1,1.0,0,0,conc,ooc,False
water main,1,1,mon,0,None,0,0,-,ooc,False
fatuous,1,1,mon,1,1.0,0,0,-,ooc,False
public purse,1,1,mon,0,None,0,0,-,ooc,False
disease,1,1,mon,1,1.0,0,3,abs,False,False
what d'you call it,1,1,mon,0,None,0,0,-,ooc,False
E,3,5,homonyms_also_same_pos,5,0.11764705882352941,2,0,abs-conc,ooc,False
Sadducee,1,1,mon,1,0.6666666666666666,0,0,conc,ooc,False
Africa,0,0,oov,1,1.0,0,0,n,ooc,True
PPS,1,1,mon,0,None,0,0,-,ooc,False
considered,1,3,poly,10,0.14285714285714285,0,0,-,ooc,False
strainer,1,1,mon,1,1.0,0,0,conc,ooc,False
pomegranate,1,2,poly,2,0.3333333333333333,2,0,conc,ooc,False
faultless,1,1,mon,1,1.0,0,0,-,ooc,False
kickback,1,1,mon,1,1.0,0,0,abs,ooc,False
bum around,1,2,poly,0,None,0,0,-,ooc,False
